,song_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1401,6HUO25AttZZCoKAY0vUVtc,Kehlani,You Know Wassup,65,0.65,0.476,201143,0.404,0.0,0,0.1,-8.899,1,0.0945,104.513,4,0.463
1402,0eeeyCAGnGZInPtpkdYiPa,BTS,Jamais Vu,72,0.226,0.608,227275,0.47,0.0,8,0.0963,-6.73,1,0.0428,81.0,4,0.241
1403,5ZcGhTRoqRvN5RoWW1MRg3,Chris Bandi,Man Enough Now - Radio Edit,64,0.0381,0.56,184507,0.673,0.0,2,0.133,-4.632,1,0.0343,156.045,5,0.531
1404,5PLe67zeDKnMamxEZi9LrA,Ayo & Teo,Fly N Ghetto,66,0.356,0.907,148840,0.591,3.81e-05,7,0.107,-6.941,0,0.115,99.982,4,0.405
1405,1Pt2STlAgfB1CiEV8mf3CN,Will Smith,Prince Ali,69,0.0574,0.409,209667,0.765,0.0,10,0.0922,-5.674,0,0.104,97.383,4,0.365
1406,7B3z0ySL9Rr0XvZEAjWZzM,Clairo,Sofia,67,0.598,0.744,188387,0.619,0.00372,0,0.231,-9.805,1,0.039,112.997,4,0.641
1407,0B3FovCVaGKS5w1FTidEUP,Blue Ivy,BROWN SKIN GIRL,71,0.049,0.603,248472,0.602,0.0,6,0.279,-7.083,1,0.23,119.703,5,0.595
1408,4BOikd4oZjOYMde9AXfrTo,Kehlani,Feels,67,0.259,0.369,181140,0.609,4.1e-05,9,0.133,-4.477,0,0.184,80.362,1,0.381
1409,5b1uZnebDRcR8XuBsDTPiO,NF,Like This,66,0.323,0.685,207640,0.563,0.0,3,0.111,-5.456,0,0.0714,85.501,4,0.3
1410,5SlW8zZXwitcPKHr8pW51q,Rod Wave,Paint The Sky Red,63,0.112,0.721,136072,0.512,0.0,6,0.0911,-6.579,1,0.147,159.875,4,0.709
1411,2sRhe52xJklfzRIe0K6puw,Cali Y El Dandee,Voy Por Ti,76,0.0276,0.722,212133,0.852,0.0,8,0.1,-3.436,1,0.093,179.962,4,0.775
1412,0VdzNP9LFAMAWKjMpBDJ4B,Peter Kuli,ok boomer,67,0.092,0.913,132923,0.518,0.0,1,0.071,-2.317,1,0.416,129.896,4,0.594
1413,5suECneJkU6lykj9YEVayC,Quando Rondo,Dope Boy Dreams,63,0.249,0.548,204362,0.519,0.0,7,0.0971,-7.015,0,0.481,154.187,4,0.504
1414,50DKBnjijGJ2d0WV5nqNTS,Ekali,Hard To Say Goodbye (feat. Chloe Angelides),66,0.0803,0.546,197100,0.764,8.84e-06,5,0.0971,-4.641,1,0.053,152.994,4,0.355
1415,5MqPHMhLXyZDDPHMGEF6MQ,Wale,Routine (feat. Rick Ross & Meek Mill),65,0.0796,0.74,217060,0.712,0.0,9,0.491,-7.188,1,0.415,146.315,4,0.652
1416,7KbLMsXyRtjKNWx2tmvjRd,Granular,Brown Noise 190 BP,67,0.909,0.216,177305,0.458,0.945,10,0.112,-35.655,0,0.0869,133.178,3,0.0409
1417,1QtpKRXtJZSdJp3Y299zkQ,Melanie Martinez,Recess,68,0.659,0.576,230501,0.412,0.0,11,0.15,-8.184,1,0.0368,188.821,3,0.399
1418,4tVphly4D1PB8tJC9gHMcJ,Rex Orange County,10/10,68,0.302,0.487,146093,0.909,2.91e-05,10,0.0781,-4.092,1,0.0994,187.829,4,0.293
1419,4MggpJSpLnVQe7GPuk0LxE,Doe Boy,Walk Down (feat. YG),64,0.125,0.747,175005,0.533,0.0,1,0.669,-9.783,0,0.646,173.019,4,0.866
1420,6vzLbfskWigBsCzNdB0kfE,SAYGRACE,Boys Ain't Shit,69,0.435,0.826,175884,0.616,0.00631,1,0.334,-4.729,0,0.137,102.996,4,0.842
1421,2ZDpSQfBdgkooeXw6oj3Uz,Rich Brian,100 Degrees,75,0.118,0.756,166146,0.648,0.0,0,0.515,-5.287,1,0.0731,80.979,4,0.657
1422,4o1DxRjMCHDwBiOKv88rOl,Rvssian,B11 (feat. Myke Towers),81,0.0672,0.759,251929,0.717,0.000455,0,0.131,-5.014,1,0.115,99.946,4,0.195
1423,0UvBmQOhu4DVXJtdzGc5eV,Trey Songz,Chi Chi (feat. Chris Brown),68,0.548,0.744,139567,0.549,0.0,9,0.137,-6.041,0,0.0387,110.004,4,0.277
1424,0XPlSuCVQ1nOhzTpFgnDSz,Alicia Keys,Show Me Love,68,0.447,0.531,194998,0.491,0.0,5,0.0703,-5.47,0,0.042,129.38,4,0.521
1425,3msKIQc0Yjuz3Zn39g3KLX,Chris Brown,Don't Check On Me (feat. Justin Bieber & Ink),70,0.873,0.66,204880,0.395,0.0,7,0.112,-5.242,1,0.0333,81.997,4,0.678
1426,4sSu9BtWSCWRNjGD2AvqbG,MASE,Psycho!,71,0.433,0.868,197217,0.365,0.0,7,0.207,-9.51,1,0.0383,114.979,4,0.471
1427,5SXtpIukn53ab55okg7Cg8,Mr Pillow,Comfy,68,0.94,0.152,220786,0.0692,0.916,2,0.0997,-22.101,1,0.0467,135.969,1,0.0342
1428,3US2r3B2F7ZtEXsQ4zrjVl,Rod Wave,Popular Loner,63,0.0541,0.683,156813,0.62,0.0,10,0.142,-9.029,1,0.188,159.897,4,0.773
1429,2ttoeuNKXixDHom5rRvowm,Christian Nodal,De Los Besos Que Te Di,76,0.305,0.683,167493,0.501,0.0,11,0.0439,-3.823,0,0.031,97.971,4,0.703
1430,1KypMTzxfo8NNIZ30lanZa,Cuco,Keeping Tabs (feat. Suscat0),65,0.728,0.668,248161,0.855,0.0,2,0.106,-5.69,1,0.0369,139.97,4,0.907
1431,1N8moY6H0eThviK71VhTzY,GASHI,My Year,67,0.213,0.84,190345,0.811,0.0,11,0.258,-3.243,0,0.0498,145.025,4,0.71
1433,0Vg9wajADEGyI8YczvVXyi,Natanael Cano,Aunque Les Pese,67,0.673,0.757,211325,0.787,0.0,9,0.363,-4.263,0,0.0413,101.544,3,0.849
1434,339Y993TrFyWyO438be0RY,Khalid,Better,68,0.0503,0.692,229400,0.552,0.165,0,0.136,-9.543,0,0.0497,98.028,4,0.15
1435,2FhJvFKyZng57iVQmFayVw,The Band CAMINO,Daphne Blue,64,0.00239,0.567,182840,0.925,0.0054,1,0.348,-2.775,0,0.0906,118.006,4,0.704
1436,555ix1gW9A1QtXoVfCPbfB,Kali Uchis,Solita,68,0.0161,0.566,177727,0.666,1.99e-05,5,0.231,-5.742,0,0.163,121.998,5,0.394
1437,6Dma0t0hOe6Bd6u5YRKF3n,Sia,"No New Friends (feat. Sia, Diplo, and Labrinth)",74,0.0632,0.725,175827,0.703,0.000251,7,0.14,-4.641,1,0.0466,106.032,4,0.638
1438,1TAYYTwJLRvyxiZ4aPb1ys,YNW Bslime,Slime Dreams,65,0.0811,0.743,177778,0.638,0.0,1,0.123,-6.974,1,0.143,162.029,4,0.467
1439,3BvGcHKkSKRdkathkvvxRp,Abraham Vazquez,El De Las Dos Pistolas,69,0.432,0.614,167288,0.793,0.0,3,0.377,-3.788,1,0.0721,105.228,4,0.748
1440,0zhGp6rH3Em8VTS44hTOmT,FLETCHER,One Too Many,68,0.205,0.641,182918,0.582,0.0,2,0.163,-6.66,0,0.138,102.098,4,0.406
1441,6aoGtdWXBkYQ2O2wnyIz2x,Kygo,Not Ok,73,0.0292,0.618,210944,0.66,2.07e-06,11,0.325,-8.14,0,0.0372,105.0,4,0.408
1442,1uSGO8Ydq3Kc3B5JYLno8j,Cody Carnes,Run To The Father,64,0.0512,0.491,308000,0.416,0.0,0,0.0947,-6.801,1,0.0289,136.943,3,0.0977
1443,2mAy8zQhZJICLFUEVGQzbE,Conan Gray,The Other Side,67,0.515,0.602,172933,0.471,3.29e-05,5,0.222,-10.045,1,0.0406,107.904,4,0.256
1444,5J64qSSq0VZuh0CiI9o9Nq,Mambo Kingz,Tú No Amas,73,0.442,0.803,273321,0.589,1.15e-06,11,0.634,-5.889,1,0.0954,140.057,4,0.562
1445,23IiPlo0XJECBW06GB22O2,Waterparks,I Miss Having Sex But At Least I Don't Wanna Die Anymore,67,0.0808,0.614,133352,0.833,0.0,8,0.351,-4.126,1,0.0641,148.136,4,0.855
1446,3TT0S61x8x2IFUn8lnqjq9,Momento,Visions of Sleep and Beyond,67,0.933,0.214,181875,0.0667,0.822,9,0.0899,-25.204,1,0.0422,71.877,4,0.0473
1447,2FzgbCcszptrQpdJOr2Soi,Logic,Icy (feat. Gucci Mane),66,0.163,0.827,265267,0.522,1.19e-06,7,0.109,-4.866,1,0.0845,151.99,4,0.477
1448,3cWI6Hj9LQ0MfMuhw9uSMc,Freya Ridings,Lost Without You,71,0.932,0.386,225853,0.136,0.0,6,0.0653,-9.267,1,0.0458,67.016,3,0.0976
1449,0PabDDMMzwmn9cfJsfes7W,Wisin & Yandel,Chica Bombastic,76,0.0384,0.777,193147,0.754,0.0,8,0.0393,-3.392,1,0.185,171.992,4,0.78
1450,5JtvedSVWW9McnoEAPJwQm,Lil Tjay,Sex Sounds,68,0.281,0.857,162453,0.427,0.0,8,0.108,-8.638,1,0.112,130.033,4,0.366
1451,6eDfe957aV4sqGnDhlSikJ,Rich Brian,Drive Safe,68,0.635,0.635,240118,0.312,0.0,7,0.138,-8.134,1,0.0265,98.017,4,0.414
1452,2xB64x7pRS8Qa9uuZktOnA,Bhad Bhabie,Babyface Savage (feat. Tory Lanez),68,0.0843,0.907,161160,0.557,0.0,1,0.0934,-6.882,0,0.255,139.922,4,0.425
1453,02lGHA7bFFplYLihnUWTx8,Juanes,Tequila,77,0.226,0.757,159547,0.688,0.0,9,0.237,-4.546,1,0.112,155.994,4,0.704
1454,6rXxAohZzTDsP5KT3IDFIU,Prince Royce,Cúrame (feat. Manuel Turizo),75,0.463,0.758,203923,0.629,1.8e-06,10,0.113,-5.579,1,0.0852,97.006,4,0.575
1455,16eNwSoWmJh5GSjN8ECmIp,RAYE,Please Don’t Touch,72,0.0278,0.793,218627,0.747,0.0,8,0.292,-3.809,1,0.039,117.978,4,0.282
1456,3LSnp6mtKiVXCJwsmOvfMd,Chelsea Cutler,Summer Love - Recorded at Spotify Studios NYC,64,0.198,0.667,214381,0.302,1.18e-05,4,0.101,-11.633,0,0.0377,81.966,4,0.239
1458,3cuykPS9TJOWufYPvTUOTN,NLE Choppa,Free Youngboy,64,0.0133,0.698,164833,0.791,0.0,10,0.361,-6.581,0,0.255,87.497,4,0.838
1459,4na7Gwn4tqUCxScgHOWAip,Evan Rachel Wood,All Is Found (Lullaby Ending) - Outtake,68,0.924,0.291,114040,0.142,0.0,9,0.0759,-14.769,0,0.0379,78.432,4,0.319
1460,083PU4XnYAOMAGVruma3vb,Hozier,Shrike,64,0.494,0.506,298880,0.275,0.00377,7,0.101,-8.464,0,0.0292,153.769,3,0.0639
1461,4EnEGf9JzAJhF1XNY9DJcD,G-Eazy,"West Coast (feat. Blueface, ALLBLACK & YG)",67,0.0738,0.882,256967,0.775,0.0,10,0.701,-4.986,1,0.334,98.023,4,0.805
1462,4s7U2mS26ab7GFtgeUcwKA,XXXTENTACION,Ecstasy,67,0.509,0.606,240068,0.36,9.55e-05,3,0.105,-7.231,1,0.184,72.476,4,0.0391
1463,35l8ivgXiWiDCv7TCZ50Da,Comethazine,Walk (Remix),66,0.0547,0.813,186517,0.586,0.0,2,0.238,-10.478,1,0.379,160.043,4,0.798
1464,1qbXrxctv75pm1lWCn6Zw3,88rising,Walking (feat. Swae Lee & Major Lazer),70,0.0123,0.701,167080,0.663,1.04e-05,6,0.131,-7.227,1,0.202,100.001,4,0.334
1465,7xwstXjqUnGRjwFwwTdL02,Adam Doleac,Famous,63,0.327,0.74,186450,0.484,0.0,7,0.114,-5.333,1,0.0365,95.015,4,0.419
1466,35rozLoS6QLE8HX8qswM3k,Marshmello,Rescue Me,67,0.00803,0.433,237203,0.905,0.0,11,0.337,-2.171,1,0.101,148.149,4,0.375
1467,6OTClxme7EYRZGO6An3SMc,GRiZ,Griztronics,66,0.037,0.607,198400,0.941,0.0137,11,0.321,-3.807,0,0.481,75.401,4,0.521
1468,5e4oAwSsIzkNZxh4fLSKUH,Trippie Redd,RMP,64,0.433,0.732,129524,0.411,0.0,0,0.369,-5.064,1,0.0648,126.005,4,0.0333
1469,0GU5GuJQQEnnREO2FxnVPT,ITZY,달라달라 (DALLA DALLA),74,0.00116,0.79,199874,0.853,4.23e-05,11,0.329,-4.564,0,0.0665,124.998,4,0.713
1470,2J9B63FawlTaPdg4eH5X03,Beéle,Loco,80,0.158,0.82,204000,0.565,2.45e-05,6,0.0469,-5.965,1,0.17,105.11,4,0.773
1471,0h7tCzQmg4g506wqqufDDo,Lil Tjay,Brothers,63,0.695,0.528,210080,0.42,0.0,2,0.141,-10.187,0,0.206,85.176,5,0.57
1472,1Uo7reO6I2yQ1q36ZPuNf7,BROCKHAMPTON,GINGER,66,0.249,0.748,234173,0.715,0.0369,2,0.164,-5.137,1,0.0451,130.087,4,0.226
1473,41FLEFSeRCv19OBn0vLiaH,Miranda Lambert,It All Comes Out in the Wash,64,0.00106,0.602,214787,0.73,0.000115,0,0.095,-4.925,1,0.0314,164.027,4,0.923
1474,1xI9KSGNJB2eka8FMvovvi,We The Kingdom,Holy Water,63,0.34,0.469,242227,0.566,0.0,7,0.203,-6.966,1,0.0357,73.047,4,0.292
1475,5EpR6BqAnwR9PPl6sIrzGy,Cheat Codes,Who's Got Your Love,63,0.00553,0.704,157000,0.888,0.0011,11,0.079,-2.872,1,0.0541,125.027,4,0.531
1477,4aGvs7y4hQIbGss7zmEXKf,King Princess,Ain't Together,68,0.267,0.714,202280,0.658,0.0,0,0.176,-5.497,1,0.0315,81.553,4,0.766
1478,2qU7t8cV1fMVbDTUnZsxTV,YoungBoy Never Broke Again,Outta Here Safe (feat. Quando Rondo and NoCap),63,0.18,0.771,233143,0.708,0.0,8,0.0967,-6.055,0,0.246,139.91,4,0.654
1479,0VZSqwbrOlZxOEakvAQX5a,Hilder Sky,Arriving,67,0.995,0.281,145475,0.00943,0.964,10,0.116,-22.661,1,0.0374,70.348,5,0.0384
1480,0RPLQ0S48GhCE0x1rPqFAw,Global Dan,Dark Out,65,0.0461,0.552,180080,0.733,0.0,6,0.0703,-6.626,1,0.202,159.818,4,0.333
1481,3rnDyg4f2oRsWmXdZVFD1Y,E-40,Chase The Money,63,0.00607,0.893,284439,0.776,0.0,11,0.103,-5.356,1,0.293,91.987,4,0.229
1482,3h0xzCrYEVVFhhycY7jGBs,Aries,SAYONARA,66,0.0111,0.548,180789,0.63,0.000721,5,0.128,-6.1,1,0.0343,75.972,4,0.338
1483,750AuewLJJsW9bx6hCxjgl,Dmb Gotti,Peter Piper,64,0.167,0.939,123215,0.518,0.0,2,0.379,-11.202,1,0.339,111.941,4,0.724
1484,4YNrBVo8fv6qiTNwHLVDai,Summer Walker,Potential,65,0.572,0.53,173120,0.37,0.0,1,0.0765,-7.416,1,0.041,72.732,4,0.291
1485,5jYe1mOKg5zUx0enf1DOdz,Boy In Space,Cold,68,0.184,0.711,203538,0.412,0.0,9,0.0546,-6.827,1,0.0445,130.015,4,0.186
1486,6PFyGdWw0qnstR8KJAWrrr,Hailee Steinfeld,Afterlife,71,0.00662,0.673,209200,0.61,0.0,1,0.0572,-4.73,0,0.0356,122.063,4,0.343
1487,0b6UoVjUzFyZNpHI0aAhKt,DJ Khaled,Celebrate (feat. Travis Scott & Post Malone),69,0.269,0.362,206499,0.714,0.0,9,0.21,-3.07,0,0.0835,67.4,4,0.309
1488,4QcFr52iHF3tqlPRdXjRF6,Natanael Cano,Soy El Diablo,67,0.259,0.656,155813,0.713,0.0,5,0.12,-5.007,1,0.0478,74.647,4,0.875
1489,5LKzqs734Xs528hqK8bGS1,SiR,You Can't Save Me,66,0.0628,0.623,174947,0.585,0.000155,0,0.119,-7.895,1,0.124,158.273,4,0.538
1490,03sEzk1VyrUZSgyhoQR0LZ,TOOL,Pneuma,68,0.00211,0.417,713192,0.529,0.755,9,0.11,-9.338,0,0.0315,114.116,1,0.0561
1491,0bGH7ezs7WdDwpqnsvGf1z,Sofi Tukker,Purple Hat,75,0.331,0.777,178369,0.744,0.0073,9,0.088,-7.42,1,0.204,94.019,4,0.654
1492,2mGpfyZuvwQT7qimhly4S1,Momento,The Destination,67,0.94,0.115,247500,0.109,0.951,2,0.0888,-23.219,0,0.0356,76.163,4,0.0391
1493,12rhvKDK2FfHTZZ1sSAHDG,Matt Maeson,Cringe,64,0.0652,0.729,216213,0.474,0.0,5,0.0758,-7.724,1,0.0553,126.047,4,0.443
1494,6pNjmMB8FTMEcqGSgs7Mji,Farruko,Nadie (feat. Sech & Sharo Towers) - Remix,76,0.308,0.764,270187,0.753,0.0,0,0.118,-3.964,1,0.0779,95.109,4,0.714
1495,67xBtV07CC73eFw7z5oCvU,Chance the Rapper,Do You Remember,65,0.139,0.606,236686,0.655,0.0,6,0.103,-6.328,1,0.402,159.824,4,0.696
1496,24gP93dLFid1OYfM1mKmyp,Cody Carnes,Nothing Else,65,0.84,0.381,393187,0.161,0.0,0,0.143,-12.915,1,0.0369,135.813,4,0.356
1497,6rxpwJPIbY7soTdU8FOmmo,Dax,Dear God,63,0.383,0.722,203114,0.642,0.0,1,0.14,-10.02,1,0.289,117.037,4,0.472
1498,0BjEQJZy4rfUNpKHiaYirL,Stunna Girl,Runway,68,0.0155,0.638,152464,0.912,0.0,1,0.234,-3.3,1,0.474,190.178,4,0.725
1499,4l2maonUDTMvGGT4bmkB3h,Megan Thee Stallion,Simon Says (feat. Juicy J),64,0.0102,0.909,200123,0.815,7.31e-05,7,0.225,-4.72,1,0.251,91.979,4,0.49
1500,4eZKAB9uNMIG0yNri34PBp,Blueface,Bussin (feat. Lil Pump),66,0.00968,0.904,134667,0.644,0.0,8,0.132,-8.0,1,0.265,106.989,4,0.6
1501,1sOr5OXjbukTzBDgmvd6Fa,88rising,Indigo,70,0.0958,0.819,173473,0.664,1.75e-06,7,0.263,-5.612,1,0.0828,144.988,4,0.71
1502,4U6ubKsTd8RBDP5tPPhh7I,DJ Khaled,"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)",66,0.0314,0.479,275276,0.63,0.0,7,0.073,-5.628,0,0.133,117.988,5,0.227
1503,0OH6fMcg4oou7KXzPOXMpi,Borghild Wenn,Filotimo,70,0.993,0.295,133200,0.0285,0.931,11,0.117,-22.689,0,0.0423,202.81,4,0.219
1504,4cpqvZXUBLCL4Na9FuO0Sn,Clave 520,El Toro de Jalisco,65,0.545,0.762,136376,0.722,0.0,9,0.164,-3.904,1,0.0316,114.999,3,0.979
1505,0R6dvBlNevqkzioHLoygbI,XXXTENTACION,IT'S ALL FADING TO BLACK,66,0.106,0.646,151683,0.546,0.00492,7,0.207,-6.9,1,0.0303,105.047,4,0.252
1506,6vC90OOjZR165Hw8CpsqEm,Parker McCollum,Pretty Heart,62,0.00531,0.562,244798,0.683,0.0,7,0.107,-4.427,1,0.0296,132.003,4,0.385
1507,0pEkK8MqbmGSX7fT8WLMbR,Lewis Capaldi,Grace,75,0.435,0.722,185658,0.565,0.0,4,0.165,-5.848,1,0.0335,104.483,4,0.488
1508,5K7x78NAL50rhfhm73ePNb,HAIM,Now I'm In It,63,0.37,0.717,204280,0.708,0.000116,4,0.161,-9.489,1,0.0627,105.019,4,0.209
1509,1lGVyEkGHUz7Pg78QGaS4a,NOTD,Wanted,70,0.185,0.693,160998,0.674,0.0,5,0.0639,-4.449,1,0.0723,95.972,4,0.378
1510,4o05DiC0RQ9DNtGJGauwna,Sarah Jeffery,Queen of Mean,70,0.248,0.543,189397,0.787,0.0,8,0.0778,-6.52,1,0.241,173.702,4,0.343
1511,1kBgQ2cBNONDo7ABrvmRfu,Lil Tecca,Sidenote,65,0.0608,0.666,157933,0.666,0.0,2,0.15,-7.748,1,0.277,140.001,4,0.487
1512,0hCHNYL8ApQCGNwJrYN1FY,Lil Skies,Bad Girls (feat. Gucci Mane),65,0.208,0.771,219664,0.761,0.0,1,0.091,-4.727,0,0.047,131.01,4,0.277
1513,6tLWt7gkvvTSjS6OfJjiyJ,Mulatto,B*tch From Da Souf,64,0.0241,0.863,144048,0.235,0.0,1,0.123,-15.545,1,0.699,150.062,4,0.399
1514,4tViDtaHuSLnh7HVJTrKhs,Dermot Kennedy,Power Over Me,76,0.0518,0.319,206960,0.841,0.0,9,0.106,-4.232,0,0.147,173.868,3,0.483
1515,4VFdF0j7JyW721K2qKonI8,Zay Rackaidz,Reminisce Freestyle,62,0.000726,0.581,166191,0.587,0.00737,7,0.154,-11.928,1,0.0993,84.928,4,0.248
1516,0ek2PwrDkUWRqoaTq6WKDj,Moon Laika,Sleep Hibernation,67,0.984,0.142,175132,0.013,0.909,7,0.0994,-33.299,1,0.0428,72.917,4,0.0708
1517,57m2Kve0xnAgYVAPxMLKHS,Tate McRae,tear myself apart,69,0.162,0.478,168547,0.504,0.0,9,0.119,-6.91,0,0.0305,86.048,4,0.309
1518,4jrQ6PZoSYblXYlgXFkUYk,YNW Melly,Killuminati (feat. Foreign Teck),64,0.303,0.602,159451,0.528,0.0,6,0.411,-7.073,0,0.375,172.141,4,0.621
1519,0D2xguFRqCF0OUqXCkqrpU,Ruel,Hard Sometimes,68,0.845,0.407,269493,0.317,2.66e-06,10,0.139,-7.895,1,0.0429,81.899,4,0.216
1520,7zFBtYAVURF3bUVqEQ6UUu,ITZY,ICY,74,0.0324,0.801,191142,0.904,3.1e-05,2,0.182,-2.819,1,0.0834,124.979,4,0.814
1521,6lxJDscGCALBzA0BdhGCiL,Rex Orange County,It Gets Better,66,0.482,0.705,212893,0.379,0.0,5,0.0684,-8.488,1,0.0319,121.995,4,0.521
1522,3witRpHWHqArlnt6GTlH2Y,88rising,I Love You 3000 II,69,0.853,0.435,209643,0.338,0.0,6,0.412,-9.109,1,0.066,179.727,4,0.354
1523,375PG35fYzLTG6jkrJbegL,Lil Tjay,Mixed Emotions,66,0.394,0.644,181747,0.502,0.0,10,0.142,-9.57,1,0.42,113.93,5,0.431
1525,5AmTHXOp1sTFkYZBRBQ7zt,Julia Michaels,Falling For Boys,67,0.501,0.646,183720,0.485,0.0,0,0.121,-6.647,1,0.0829,148.13,4,0.408
1526,1g3ErLqysBJ5EIGdYYMWFZ,Chance the Rapper,All Day Long,65,0.028,0.767,208238,0.884,0.0,2,0.103,-3.674,1,0.161,123.01,4,0.717
1527,2UUnhLf51JSrji1FAbJ17G,Trippie Redd,M's,64,0.719,0.781,113143,0.672,0.0,1,0.275,-4.159,1,0.256,140.281,4,0.757
1528,7n7x5KGKbUdPHRsO6M6mWY,White $osa,Hit The Scene,63,0.102,0.76,179644,0.588,0.0,8,0.0796,-6.305,0,0.388,140.053,4,0.676
1529,1xoSC47u3heQtqn3d3v3Yv,Illusions of Grandeur,Silent Suicide,62,0.229,0.252,272881,0.866,0.0,7,0.118,-4.971,1,0.15,122.974,5,0.321
1530,2QdVcmVPIxW826rRJDf58l,Ruel,Face To Face,68,0.139,0.711,203747,0.634,0.0,9,0.103,-4.351,1,0.0668,90.04,4,0.356
1531,4LLAT3X8l9gcW8B6sdVYjh,Rod Wave,How Would You Feel,62,0.208,0.821,165020,0.593,0.0,2,0.0738,-7.689,1,0.429,157.978,4,0.739
1533,1JkrD47SDpAbyvqKtolcea,Blueface,"Thotiana (feat. Cardi B, YG) [Remix]",68,0.0364,0.911,297546,0.721,0.0,10,0.111,-4.833,0,0.28,104.11,4,0.69
1534,44vXWYTcdrejrIQZEoHzl8,BTS,Lights,73,0.112,0.625,292773,0.663,0.0,5,0.105,-5.115,1,0.0302,98.998,4,0.398
1535,6kmhapLx51lmwhIIDFsUQU,Hillsong Worship,King Of Kings,62,0.0964,0.462,265080,0.462,0.0,2,0.102,-7.735,1,0.0293,136.041,4,0.172
1536,6XH0KeCZ0nRysAeSJYRFFg,Joyner Lucas,Devil's Work,67,0.197,0.587,285015,0.665,0.0,2,0.112,-6.998,1,0.372,96.016,4,0.222
1537,3dlCF1mzW1UKMOb4b1XN17,Jake Owen,I Was Jack (You Were Diane),64,0.0819,0.603,187027,0.866,0.0,6,0.0521,-3.541,1,0.0443,94.057,4,0.543
1538,5FxKZ4IajYIRDjAWAboiB4,Kodak Black,Pimpin Ain't Eazy,63,0.311,0.644,177000,0.501,0.0,0,0.106,-8.959,1,0.492,129.828,4,0.173
1539,4dporMRQqdmQQEMEz8RVTW,Herencia de Patrones,Es Dificil Ser Un Santo,66,0.219,0.651,185757,0.492,0.0,2,0.105,-9.013,1,0.0825,165.903,3,0.82
1540,4jkalyYVL46RGyWphOzphd,Lil Tjay,Decline (feat. Lil Baby),65,0.445,0.474,225013,0.589,0.0,0,0.139,-7.292,0,0.141,113.202,5,0.51
1541,4FE9jhuatcOZZYoHdBDN8T,Matilda Charpie,Crépuscule,70,0.994,0.217,245750,0.00169,0.912,0,0.139,-34.121,1,0.0425,64.118,4,0.0599
1542,1NekIhcxQF8H8JXOarAUTt,Melanie Martinez,Orange Juice,68,0.537,0.708,217241,0.665,0.0,1,0.578,-7.612,0,0.0994,106.999,4,0.637
1543,7q3NthaBqFI6s0WnAlnIvq,Darell,Velitas,80,0.225,0.819,225542,0.596,1.19e-06,2,0.138,-7.009,1,0.318,165.951,4,0.622
1544,25aILAMvglYwkk4QkbfAxV,Ruth B.,Slow Fade,69,0.756,0.728,211613,0.335,0.000905,2,0.0633,-10.14,1,0.0564,79.997,4,0.441
1545,1XJ93XskwJf7PCyIVLbNBt,Julia Michaels,Anxiety (with Selena Gomez),71,0.571,0.803,210147,0.384,0.0,7,0.194,-6.522,1,0.179,141.924,4,0.503
1546,2aIXCwS4VmdWFJ5IHLQzWW,Hailee Steinfeld,Starving,70,0.414,0.668,181933,0.613,0.0,4,0.102,-4.225,1,0.102,99.852,4,0.498
1547,6o7cIyzsfSmcMEuQZQINGH,Evann McIntosh,What Dreams Are Made Of,64,0.535,0.552,265508,0.348,0.0018,0,0.106,-10.258,1,0.0353,110.051,4,0.152
1548,5xDyeaAwdQROKqXxkGeMin,4D Nature Recordings,Thunder from afar,66,0.0265,0.167,173701,0.155,0.974,4,0.679,-21.39,0,0.076,119.833,4,0.0128
1549,0ADmzFBX4aO3kFymfXpZeE,Avenue Beat,Ruin That For Me,64,0.28,0.695,163053,0.718,0.0,6,0.0871,-3.492,1,0.0271,114.963,4,0.895
1550,68nU3LlPvVwS4PHjyMpIas,Kevin Gates,Icebox,62,0.038,0.778,159040,0.589,0.0,1,0.204,-4.834,1,0.0485,85.012,4,0.306
1551,7jJ4y8hXMLMlGBu7Zm1XZj,Camila Cabello,Dream of You,70,0.205,0.659,222999,0.663,0.0,11,0.105,-6.823,1,0.0811,140.013,4,0.333
1552,3SQjGI2Nc1WettfiYo0CbK,Curlybamm,Song to You,67,0.787,0.507,195866,0.426,0.0,9,0.0895,-9.657,1,0.0607,129.699,4,0.353
1553,072PI4U52gO1NasX4Lpv7Z,Ruel,Real Thing,70,0.133,0.671,192327,0.586,0.0,4,0.383,-6.477,0,0.0786,125.806,4,0.478
1554,4qUtC2BwFC154Ha8YQRrkk,Lana Del Rey,How to disappear,69,0.565,0.326,228071,0.303,0.000655,9,0.161,-11.802,1,0.047,78.888,3,0.0677
1555,1AI7UPw3fgwAFkvAlZWhE0,Ed Sheeran,Take Me Back to London (feat. Stormzy),77,0.219,0.885,189733,0.762,0.0,8,0.162,-5.513,0,0.216,138.059,4,0.605
1556,4n4BflhWjCHIxrI4v7Xt9s,Drake,How Bout Now,66,0.205,0.789,235566,0.404,0.0,1,0.219,-8.364,1,0.23,122.062,4,0.472
1557,0T6DHuLI3NANOAFPgE8AXR,NoCap,Ghetto Angels,63,0.107,0.68,235263,0.669,0.0,2,0.112,-5.621,0,0.191,152.174,4,0.429
