song_id,artist_name,track_name,popularity,year
0GO8y8jQk1PkHzS31d699N,Grouplove,Tongue Tied,81,2011
7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Pumped Up Kicks,84,2011
2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Work Out,78,2011
4kflIGfjdZJW4ot2ioixTB,Adele,Someone Like You,79,2011
4wCmqSrbyCgxEXROQE6vtV,Gotye,Somebody That I Used To Know,76,2011
05ZACkzW8YbRq3eFgIfSNB,Eric Church,Springsteen,74,2011
6lanRgr6wXibZr8KgzXxBl,Christina Perri,A Thousand Years,80,2011
0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),78,2011
047fCsbO4NdmwCBn8pcUXl,Drake,Marvins Room,75,2011
1eyzqe2QqGZUmfcPZtrIyt,M83,Midnight City,73,2011
2i0AUcEnsDm3dsqLrFWUCq,Hot Chelle Rae,Tonight Tonight,75,2011
0yD66650JxhqKbW76C2qCo,Luke Bryan,Country Girl (Shake It For Me),74,2011
0p1BcEcYVO3uk4KDf3gzkY,Hunter Hayes,Wanted,72,2011
3ts6xK5GzfMAAriT9AIBmP,Jake Owen,Barefoot Blue Jean Night,72,2011
4Li2WHPkuyCdtmokzW2007,JAY-Z,Ni**as In Paris,79,2011
4Kz4RdRCceaA9VgTqBhBfa,Drake,The Motto,73,2011
5HQVUIKwCEXpe7JIHyY734,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",79,2011
24Nt4OalWDICkEKVy81X6k,Cody Johnson,Diamond In My Pocket,70,2011
1cktZnxiONH0hR6Q3DKy8h,Eric Church,Drink In My Hand,71,2011
1CkvWZme3pRgbzaxZnTl5X,Adele,Rolling in the Deep,75,2011
0z5ZPs57J2KERwM1tBM2GF,Lil Wayne,6 Foot 7 Foot,70,2011
799f6Ih1Pu4AUApMyXhxUc,Childish Gambino,Bonfire,72,2011
6LxSe8YmdPxy095Ux6znaQ,Drake,Headlines,72,2011
4QNpBfC0zvjKqPJcyqBy9W,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",79,2011
1UqhkbzB1kuFwt2iy4h29Q,Young the Giant,Cough Syrup,71,2011
3CKCZ9pfwAfoMZlMncA1Nc,Adele,Set Fire to the Rain,75,2011
1oHNvJVbFkexQc0BpQp7Y4,Nicki Minaj,Starships,70,2011
1nVLAEzhBXMJLR5zAl90Nl,Eli Young Band,Crazy Girl,69,2011
5xhQChGGhKLWqBqX4XhtYE,AWOLNATION,Sail,76,2011
20svOpmCQao5GUBgSu8zDe,The Head and the Heart,Rivers and Roads,69,2011
3hsmbFKT5Cujb5GQjqEU39,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),73,2011
4NTWZqvfQTlOMitlVn6tew,Lupe Fiasco,The Show Goes On,71,2011
1z6WtY7X4HQJvzxC4UgkSf,Beyoncé,Love On Top,76,2011
4RL77hMWUq35NYnPLXBpih,Birdy,Skinny Love,76,2011
4eSGSqP2TZvvX0kadZZttM,Drake,Doing It Wrong,71,2011
4osgfFTICMkcGbbigdsa53,Frank Ocean,Novacane,71,2011
4Jz4bjXeiF2SXVj9P4YfY5,Andy Grammer,Keep Your Head Up,71,2011
2z4U9d5OAA4YLNXoCgioxo,Avril Lavigne,What the Hell,75,2011
0RUGuh2uSNFJpGMSsD1F5C,Bruno Mars,It Will Rain,67,2011
6D60klaHqbCl9ySc8VcRss,Kelly Clarkson,Stronger (What Doesn't Kill You),67,2011
6qn9YLKt13AGvpq9jfO8py,Rihanna,We Found Love,75,2011
3TcL0dyCMyr0kyTTc4NLgI,Selena Gomez & The Scene,Who Says,75,2011
3MAgQuClHcAV8E9CbeBS6f,Wale,Lotus Flower Bomb (feat. Miguel),68,2011
0HZhYMZOcUzZKSFwPOti6m,Christina Perri,Jar of Hearts,74,2011
124NFj84ppZ5pAxTuVQYCQ,Drake,Take Care,73,2011
77A7dWpSxVoauUbJn83Oj3,Aaron Lewis,Country Boy (feat. George Jones & Charlie Daniels),68,2011
4aX4Oycsk1fhHIee1zqsDe,Lil Wayne,How To Love,67,2011
7B6m8tHAYZsOKOKMU5SR2n,Rodney Atkins,Take A Back Road,68,2011
5A6OHHy73AR5tLxgTc98zz,Wiz Khalifa,Black and Yellow,75,2011
0Nu9WA8kEbBWEsay2s8Q0U,Eli Young Band,Even If It Breaks Your Heart,67,2011
0lHAMNU8RGiIObScrsRgmP,David Guetta,Titanium (feat. Sia),67,2011
6nek1Nin9q48AVZcWs9e9D,Coldplay,Paradise,78,2011
2Fw5S2gaOSZzdN5dFoC2dj,Kendrick Lamar,A.D.H.D,71,2011
0m1KYWlT6LhFRBDVq9UNx4,Drake,HYFR (Hell Ya Fucking Right),69,2011
4fbvXwMTXPWaFyaMWUm9CR,Bon Iver,Holocene,71,2011
1VdZ0vKfR5jneCmWIUAMxK,Ed Sheeran,The A Team,76,2011
6r2BECwMgEoRb5yLfp0Hca,Lady Gaga,Born This Way,68,2011
3rTnGUeDrnZV22DvRuUuXr,M83,Wait,67,2011
4FkgULes13bk2eHrsJg4q9,Hunter Hayes,I Want Crazy - Encore,67,2011
6j7hih15xG2cdYwIJnQXsq,Gavin DeGraw,Not Over You,70,2011
0V4l4GQhgnWQGtCWpvA7va,Drake,Crew Love,70,2011
1uXbwHHfgsXcUKfSZw5ZJ0,Beyoncé,Run the World (Girls),75,2011
0IkKz2J93C94Ei4BvDop7P,LMFAO,Party Rock Anthem,68,2011
0laYHRpNTS6i8FXdupHkJ4,Selena Gomez & The Scene,Love You Like A Love Song,75,2011
0cV4xwUA4ue2deqq4CZFko,Luke Bryan,I Don't Want This Night To End,67,2011
