,song_id,artist_name,track_name,popularity,year
1039,1t2hJFgJyUPD2crOafMUEk,Kenny Chesney,You and Tequila,62,2019
1040,0jqblvsI9LBY4irmLVqqEO,Avenged Sevenfold,Welcome to the Family,66,2019
1041,6Ozp6ac86CSHMik8lbvJuM,Lee Brice,Love Like Crazy,61,2019
1042,2UWdUez9MB9yzL7Y81Mcip,Arcade Fire,The Suburbs,68,2019
1043,2At3wa1XCMnEendDMO9qcM,Mac Miller,Senior Skip Day,62,2019
1044,1pYKzfOlpHWtVUiEIu4Vn7,Rihanna,What's My Name?,63,2019
1045,5VA4Ispp52EA1sOqzMz3Av,Miguel,All I Want Is You (feat. J. Cole),62,2019
1046,62EcdBCqjB62CxnhgBkkJT,Turnpike Troubadours,7 & 7,60,2019
1047,0DQd0tWurMHUAv0cMnDELH,Prince Royce,Stand by Me,64,2019
1048,3rLIv187BhjyweFe89SgLn,Justin Bieber,Somebody To Love,67,2019
1049,1nCSr7oGeUv7sUEoYuAJFF,Alan Jackson,Remember When,62,2019
1050,4DTrKnvkHtwQN6kBu4XXIF,Naomi Scott,She's So Gone,65,2019
1051,09ZcYBGFX16X8GMDrvqQwt,The Script,For the First Time,63,2019
1052,16Of7eeW44kt0a1M0nitHM,Cobra Starship,You Make Me Feel... (feat. Sabi),66,2019
1053,0UeYCHOETPfai02uskjJ3x,Bag Raiders,Shooting Stars,71,2019
1054,4wTChU0tU44TAMC0xcQizi,Andy Grammer,Fine By Me,64,2019
1055,4v6jydWBTAIqnyPVNyOAdc,Haddaway,What Is Love,63,2019
1056,0Oe49j06Bjrxs8PltuVeaW,Jennifer Lopez,On The Floor - Radio Edit,73,2019
1057,2c5Isyd07hWsl7AQia2Dig,Bad Meets Evil,Fast Lane,69,2019
1058,0SuG9kyzGRpDqrCWtgD6Lq,Ed Sheeran,Give Me Love,72,2019
1059,0tXPhc8LvM4dPvoRwI66XQ,Michael Bublé,I'll Be Home for Christmas,63,2019
1060,116kG9vvdUtoprjYtToONt,Victorious Cast,Beggin' On Your Knees,64,2019
1061,4OkiWfrZKmmVoILXk8JEtl,J. Cole,In The Morning,64,2019
1062,05pdoheuKPSotkjMgIVX6I,Lil Wayne,Mirror,63,2019
1063,6P7kZB7hSJFyaYJcu3cYQJ,Whiskey Myers,Ballad Of A Southern Man,62,2019
1064,6wN4nT2qy3MQc098yL3Eu9,Chris Brown,Deuces (feat. Tyga & Kevin McCall),67,2019
1065,2G2YzndIA6jeWFPBXhUjh5,The Ronettes,Be My Baby,70,2019
1066,2c62Xf5Po1YSa1N6LOjPHy,The Oh Hellos,Hello My Old Heart,64,2019
1067,6YbhspuOar1D9WSSnfe7ds,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",62,2019
1068,3CAX47TnPqTujLIQTw8nwI,Ben Howard,Old Pine,69,2019
1069,6Nw1WHydftZy2joT2nTiCR,J. Cole,Nobody's Perfect,63,2019
1070,6v2eEC9Nr9POe5xPUm8361,Lil Wayne,Blunt Blowin,61,2019
1071,6kp8F9FpHXzjga2MeRDSG8,Theory of a Deadman,Bitch Came Back,63,2019
1072,1KDYN3odJHnj9pqGHN3FVs,Young the Giant,My Body,63,2019
1073,3imITUqEhkebNbOoS1yrWm,A Day To Remember,All I Want,66,2019
1074,7C7DqxIUI68ZXsyvaKPkbG,Thunderstorm,"Sound of Nature - Rain, Thunderstorm",65,2019
1075,6MAdEUilV2p9RQUqE5bMAK,Jessie J,Domino,62,2019
1076,3sP3c86WFjOzHHnbhhZcLA,Demi Lovato,Give Your Heart a Break,66,2019
1077,76N7FdzCI9OsiUnzJVLY2m,Adele,Rumour Has It,64,2019
1078,5zpDHEU12zATwLGvozxPw2,Bad Meets Evil,Lighters,67,2019
1079,2uhEKg8kIzpdvz4gyy6x8W,Ben Howard,Only Love,71,2019
1080,0fxpHpK3aw2nFWII6yveDD,Matt Redman,"10,000 Reasons (Bless The Lord) - Live",66,2019
1081,5N7d8uxMeuO4HdncbkuhSB,AWOLNATION,Sail,68,2019
1082,3axkNosdVQLZiq1HakuGhc,Beyoncé,Countdown,66,2019
1083,6VRhkROS2SZHGlp0pxndbJ,Skrillex,Bangarang (feat. Sirah),71,2019
1084,7G59EUBvMPfIy1FTuobrqj,Whiskey Myers,Broken Window Serenade,61,2019
1085,3ouugfdFz6exFXUxu7wRvD,Sleeping With Sirens,If You Can't Hang,64,2019
1086,62zFEHfAYl5kdHYOivj4BC,Pitbull,International Love,70,2019
1087,3m8CQnnfJJp4eQMWWl3zay,Kirko Bangz,Drank in My Cup,61,2019
1088,0WkJWnMCumm1fnFscdY7Rw,The Milk Carton Kids,Michigan,65,2019
1089,4B3RmT3cGvh8By3WY9pbIx,Demi Lovato,Skyscraper,66,2019
1090,0vAb3U3NJhiuib2B7sJdeJ,The Drums,Money,60,2019
1091,1Hb1IJ9bBCa6wo3fRtexnJ,Cage The Elephant,Shake Me Down,61,2019
1092,3eYnKe0LhQA1B5HEkQaRTP,Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire),67,2019
1093,2hojtVUnq9UYVD3sjHfUbU,Thunderstorm,Rain Downpour,64,2019
1094,15qf0H31MChhqKr2zvejla,A Day To Remember,All Signs Point to Lauderdale,64,2019
1095,2gbCG4Rt9984UZ7Tc0dIFd,Michael Bublé,White Christmas (with Shania Twain),61,2019
1096,2lD6AoA8qf2t4Dkf2TcmNK,Kendrick Lamar,Rigamortus,63,2019
1097,7MB22jLCA12Ev7Jjp3e1aU,Hollywood Undead,Bullet,65,2019
1098,2kzRSiyignH8yzPTrWvyPo,Wiz Khalifa,No Sleep,65,2019
1099,1F6BAyY4iIzHiZCnUIZDbn,Banda El Recodo,La Mejor De Todas,69,2019
1100,1wBgKZTMcy7EBDR9xcw77a,Nature Sounds,Meditative Gentle Rain and Distant Thunder,66,2019
1101,5JaMGjY9Ltvo9CFQfmUdYW,Banda Sinaloense MS de Sergio Lizárraga,Mi Razón De Ser,71,2019
1102,6qZjm61s6u8Ead9sWxCDro,Tame Impala,Elephant,70,2019
1103,25SJaCCPiosugnlY53VhRG,Mac DeMarco,Freaking Out the Neighborhood,67,2019
1104,2STQAr3BRiAeeveJ07gZh7,The Beach Boys,Kokomo,66,2019
1105,0pwYLVXVknPSGUQb39cePC,Justin Bieber,As Long As You Love Me,72,2019
1106,1vNn7rVQT6UtEW1NGH53fT,Sammy Adams,All Night Longer,62,2019
1107,190jyVPHYjAqEaOGmMzdyk,Justin Bieber,Beauty And A Beat,71,2019
1108,1q3RiD1tIWUpGsNFADMlvl,Taylor Swift,All Too Well,62,2019
1109,1EuvOdyyzhFUP2z3gfr6xz,Alabama Shakes,Hold On,62,2019
1110,0171XsIM2xyeXRr6wsugEI,Justin Bieber,Boyfriend,64,2019
1111,4YMqbFcDIFiCBd02PzUBcM,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),70,2019
1112,0AOvNRgl0SMfOibWA5bP8o,Kendrick Lamar,Money Trees,62,2019
1113,2LEF1A8DOZ9wRYikWgVlZ8,Flo Rida,Good Feeling,72,2019
1114,5tFMuAw6X2R4NLx97g7n9q,MARINA,Primadonna,61,2019
1115,0vFMQi8ZnOM2y8cuReZTZ2,Carrie Underwood,Blown Away,63,2019
1116,2dBwB667LHQkLhdYlwLUZK,Lana Del Rey,Summertime Sadness,63,2019
1117,6tS3XVuOyu10897O3ae7bi,Katy Perry,California Gurls,71,2019
1118,5fohLPNqO6TqwrZ7BoUWUT,The Weeknd,High For This,68,2019
1119,3oL3XRtkP1WVbMxf7dtTdu,Katy Perry,The One That Got Away,71,2019
1120,6FB3v4YcR57y4tXFcdxI1E,Taylor Swift,I Knew You Were Trouble.,75,2019
1121,4TxJQDtvYHJcOBH6ONi6q2,Daughter,Medicine,62,2019
1122,0B1ir19jaWI1KNDbWbXwEZ,WALK THE MOON,Anna Sun,63,2019
1123,0nq6sfr8z1R5KJ4XUk396e,Rick Ross,Stay Schemin,64,2019
1124,0jr6tT2vc4cIFPHb6wufG3,Romeo Santos,Promise,67,2019
1125,0c4IEciLCDdXEhhKxj4ThA,Muse,Madness,69,2019
1126,5XpJVr7FpYkZrgPCHbFF4E,Uncle Lucius,Keep The Wolves Away,62,2019
1127,0Hf4aIJpsN4Os2f0y0VqWl,Pitbull,Feel This Moment (feat. Christina Aguilera),69,2019
1128,55qBw1900pZKfXJ6Q9A2Lc,Katy Perry,Teenage Dream,69,2019
1129,2pMPWE7PJH1PizfgGRMnR9,Frank Ocean,Bad Religion,61,2019
1130,41WTP0gosjYD74B06uS2tL,Michael Schulte,You Said You'd Grow Old With Me,70,2019
1131,3Hvg5tRKsQlX25wYwgMF9p,The Lumineers,Flowers in Your Hair,60,2019
1132,7oGwQOTkMB9Sk3DIKJLd5F,Breakbot,Baby I'm Yours - feat. Irfrane,60,2019
1133,5xvUgoVED1F4mBu8FL0HaW,Bridgit Mendler,Ready or Not,67,2019
1134,3528IXKpbb7OMjdjWYlbfD,Neon Trees,Everybody Talks,64,2019
1135,6VObnIkLVruX4UVyxWhlqm,Adele,Skyfall - Full Length,73,2019
1136,14EORgkbXqIx5K4Haucmnb,Stone Sour,Absolute Zero,67,2019
1137,2yJVeT8cP1zstJxRP7Nlv8,Hoodie Allen,No Interruption,64,2019
1138,3AYcyxEACnmE6d96RPubID,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),70,2019
1139,76VtA90NKurNqaQpV126Ue,Rihanna,Pour It Up,62,2019
1140,487OPlneJNni3NWC8SYqhW,Lana Del Rey,Born To Die,62,2019
1141,2NniAhAtkRACaMeYt48xlD,Train,50 Ways to Say Goodbye,65,2019
1142,05pKAafT85jeeNhZ6kq7HT,Jason Mraz,I Won't Give Up,69,2019
1143,4kte3OcW800TPvOVgrLLj8,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),68,2019
1144,0VwNdo84DaVYLIkbVO86ND,Taylor Swift,We Are Never Ever Getting Back Together,73,2019
1145,3gmEzilP9BzF45wIMvA16l,Halestorm,I Miss the Misery,62,2019
1146,1jF7IL57ayN4Ity3jQqGu0,P!nk,Try,72,2019
1147,6aGjEZ7kq3YXgD0EDt80O5,One Direction,Live While We're Young,69,2019
1148,7gpy7sfWPNuOKmUNs3XQYE,fun.,Carry On,60,2019
1149,3GhsBdS9ulPK3KCdwHRPhG,Cigarettes After Sex,Nothing's Gonna Hurt You Baby,61,2019
1150,4rfaoyaZvNa60cj3OKSQV9,Twenty One Pilots,Migraine,68,2019
1151,46Kcradxrva9Dny4lHU1b3,Panic! At The Disco,Miss Jackson (feat. LOLO),67,2019
1152,5T7ZFtCcOgkpjxcuaeZbw0,One Direction,Best Song Ever,72,2019
1153,7eaKWfov7b2Qa2n6HTesL3,A$AP Ferg,Shabba (feat. A$AP Rocky),66,2019
1154,7bG6SQBGZthPDG5QJL5Gf7,Josh Gad,"In Summer - From ""Frozen""/Soundtrack Version",65,2019
1155,5VSCgNlSmTV2Yq5lB40Eaw,John Newman,Love Me Again,65,2019
1156,0HsGh7cboYz6cVMIyFrQ8j,Rainbow Kitten Surprise,Devil Like Me,66,2019
1157,6PUIzlqotEmPuBfjbwYWOB,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,72,2019
1158,5L79aNYCTKiZq7vaOElXYj,Phillip Phillips,"Gone, Gone, Gone",66,2019
1159,2wEjPgOCEczmjlvq60LyQi,Panic! At The Disco,Girls / Girls / Boys,67,2019
1160,0xMd5bcWTbyXS7wPrBtZA6,Ellie Goulding,Burn,65,2019
1161,1PoGWZbJPGmViVi7CYbDUK,Luke Bryan,Drink A Beer,64,2019
1162,44Ljlpy44mHvLJxcYUvTK0,The 1975,Chocolate,63,2019
1163,6GsAD8PgHxmEuIPTG8GP3M,Thomas Rhett,It Goes Like This,63,2019
1164,17IiqbqbVVWMlq6j7xrQaD,Banda Tierra Sagrada,La Buena y la Mala,69,2019
1165,2xRYnHQdLD9ketvC01UYYT,Sevyn Streeter,It Won't Stop (feat. Chris Brown),65,2019
1166,7d1CFwrBmH34gmS0Hkbfbt,Zendaya,Replay,66,2019
1167,5VarZFY00sO54HErJ3TPCI,Unknown Mortal Orchestra,So Good At Being in Trouble,68,2019
1168,2cGxRwrMyEAp8dEbuZaVv6,Daft Punk,Instant Crush,75,2019
1169,1fQaoh3imrMunWVZh5kf90,Avenged Sevenfold,Shepherd of Fire,67,2019
1170,65GjU6KDPzF5IO143vvTgn,Kristen Bell,"For the First Time in Forever (Reprise) - From ""Frozen""/Soundtrack Version",64,2019
1171,3C3cr2JQwXIhqAHqOardVO,Twenty One Pilots,Holding on to You,67,2019
1172,5nkUIVKqOqdpB6ApKgEMkv,Jhené Aiko,Stay Ready (What A Life),65,2019
1173,5C64H6dEsQ15bS9gp0D3Xr,Phil Wickham,This Is Amazing Grace,62,2019
1174,4fwbGKNExPtPHbor1TBSY4,Katy Perry,Unconditionally,72,2019
1175,5yVIlYEHZxQVLyInCdldoS,James Arthur,Impossible,75,2019
1176,4LoMziEaxdkrSMXtavIJqL,Kid Cudi,Just What I Am,62,2019
1177,4EHWldZTas5KUyFtT0rQlY,Matt Maher,"Lord, I Need You",64,2019
1178,4AmcmraFjVzFb9SQDNTRyl,Daughter,Youth,63,2019
1179,2rzBvHM9h36Tpdj7Jdajka,A$AP Rocky,Wild for the Night (feat. Skrillex & Birdy Nam Nam),68,2019
1180,7brQHA2CgQpcMBiOlfiXYb,The Neighbourhood,Afraid,68,2019
1181,6vt0I1cw1YmAIKDJvHVIM5,Justin Timberlake,Suit & Tie,66,2019
1182,5Net7uzpcqkJtOwR22onye,Keith Urban,We Were Us,62,2019
1183,5kpnUpMNV9dPNCKY7JtW3Q,J. Cole,Forbidden Fruit,64,2019
1184,6HZ9VeI5IRFCNQLXhpF4bq,Icona Pop,I Love It (feat. Charli XCX),65,2019
1185,42GcjriRK6srwHkfbkBqVl,Kanye West,Blood On The Leaves,65,2019
1186,13P5rwmk2EsoFRIz9UCeh9,Echosmith,Cool Kids,69,2019
1187,4rTeOSYqwXNz5qPR2DUTFZ,Backstreet Boys,Everybody (Backstreet's Back) - Radio Edit,61,2019
1188,7jJH8F3PHlNvxfqEAAfFDl,Sara Bareilles,I Choose You,66,2019
1189,2yrJ1jWo3HLksJFUqUsZE4,Lorde,The Love Club,65,2019
1190,588ROs3NuPqlPSYpIuitKS,Traviezoz de la Zierra,Mi Pasado y Mi Presente,67,2019
1191,0NjW4SKY3gbfl2orl1p8hr,"Tyler, The Creator",IFHY,64,2019
1192,6cJLfIqwh0tCKRjYM3WpZ5,Prince Royce,Darte un Beso,69,2019
1193,57nNNkgk768QVXq3uHxu5e,Grouplove,Ways to Go,63,2019
1194,31G9RaSaDOI2NWcpnIp734,A$AP Rocky,Goldie,66,2019
1195,01ksPzu3Bw8Lsf9o6xIk8C,Banda Los Recoditos,Mi Último Deseo,68,2019
1196,3Jv1XgMPVjdN5xGfnRJ20s,French Montana,Pop That,61,2019
1197,3Eq7yD58dIXqOgw1j7NFhY,Lil Wayne,Rich As Fuck,61,2019
1198,4IeUAegXVbETb7FpgNDnSM,August Alsina,I Luv This Shit,61,2019
1199,5Q4H1XkVHxQjnrHCUpS61d,Panic! At The Disco,Nicotine,65,2019
1200,0dbZ2iUuKvsm3FupBw6M9N,Speaker Knockerz,Lonely,66,2019
1201,2Iq6HhIquO7JKr0KfTNLzU,Saint Motel,My Type,66,2019
1202,59HjlYCeBsxdI0fcm3zglw,Taylor Swift,Wildest Dreams,64,2019
1203,1O18MtSAMUk7JfAVB8gGzs,Banda Sinaloense MS de Sergio Lizárraga,Háblame De Ti,71,2019
1204,32lm3769IRfcnrQV11LO4E,Enrique Iglesias,Bailando - Spanish Version,67,2019
1205,6HMHgBHdLBQ0QYIaOp2gse,Kevin Gates,I Don't Get Tired (#IDGT) (feat. August Alsina),64,2019
1206,3s4U7OHV7gnj42VV72eSZ6,Clean Bandit,Rather Be (feat. Jess Glynne),72,2019
1207,1iLv1ieT9BZ3qsti9yTCnG,Romeo Santos,Odio,70,2019
1208,02M6vucOvmRfMxTXDUwRXu,Beyoncé,7/11,71,2019
1209,0p1HtkrNYxv0iDfEKwXSTp,Blake Shelton,Sangria,65,2019
1210,4JpazKcfOhbwqZrsYhzHee,Hozier,Jackie and Wilson,64,2019
1211,3BFrR2hemusNSuiuNWXUqO,Jacquees,Come Thru,66,2019
1212,5wUUWVRvrciJqFitZF8R0P,PARTYNEXTDOOR,Recognize (feat. Drake),66,2019
1213,3wx2kQWPn9p5UppQbNhPAk,Sam Hunt,Leave The Night On,65,2019
1214,1CiVz2WkmZRwhU3A6J2Gjz,Taylor Swift,Shake It Off,66,2019
1215,5Sf3GyLEAzJXxZ5mbCPXTu,Mr. Probz,Waves - Robin Schulz Radio Edit,75,2019
1216,3fBbfrWZUuWWrMQXFISr7N,Chris Brown,New Flame (feat. Usher & Rick Ross),68,2019
1217,2KpCpk6HjXXLb7nnXoXA5O,JAY-Z,Ni**as In Paris,64,2019
1218,62N2JSA0jHmSH7Va9t7hIf,Tove Lo,Habits (Stay High) - Hippie Sabotage Remix,65,2019
1219,7wpYSigAhQeZp3cdsMQ3Af,Bush,Glycerine,64,2019
1220,2qJkesdHu9sMMVFgkRkqhQ,Theory of a Deadman,Angel,67,2019
1221,7jZHUhAmW5oq1cq6s8IxmK,ODESZA,Sun Models (feat. Madelyn Grant),66,2019
1222,0odHj0qIf86vHBsXB30IkZ,Wiz Khalifa,So High (feat. Ghost Loft),68,2019
1223,4Tjh34RS4ACZ6f6srlDBg8,J. Cole,Fire Squad,66,2019
1224,5HJqpDspKDKwQpLjvkcIsD,Jason Aldean,Burnin' It Down,63,2019
1225,7cpCU3Denug5NGZsSpQl8v,John Mayer,XO,71,2019
1226,1UMKquW1olreYO1LlLmTqi,Sage The Gemini,Gas Pedal,66,2019
1227,1TKlBK9cSrM5u4CiL4SETS,Eric Church,Talladega,64,2019
1228,1x80xTzSL7pok3M5JC3oJz,Christina Perri,human,64,2019
1229,5aRZk9oWIYUB5alrTs8TTV,Hozier,From Eden,64,2019
1230,3SEd8nPd8MpGwk6ZZ8tk2j,Travis Scott,Mamacita,67,2019
1231,02pf9lLM8Nb8l4u4ts1GWb,YG,My Nigga,68,2019
1232,37sINbJZcFdHFAsVNsPq1i,The Script,Superheroes,74,2019
1233,2BWWsCwuHAZFE1scLyP6Qe,The Vamps,Somebody To You,64,2019
1234,1huvTbEYtgltjQRXzrNKGi,Ed Sheeran,Don't,72,2019
1235,0GLyqTysS0DFoeKjURtB8s,TK from Ling tosite sigure,Unravel,70,2019
1236,1LeItUMezKA1HdCHxYICed,ODESZA,Say My Name (feat. Zyra),66,2019
1237,4W38RXuQNuoTSwVsQA1OGC,Dan + Shay,Nothin' Like You,64,2019
1238,0YEsfwQpG7ofdIiHWA0dHi,Austin Mahone,All I Ever Need,70,2019
1239,6liNJDyWJjyHAgDnAX95bw,Vance Joy,Fire and the Flood,66,2019
1240,5kSPD3rOo2hGYVwheIxpv8,Colt Ford,Workin' on,64,2019
1241,6aNwDe5YH5YUPlpHkku52w,Frankie Ballard,Sunshine & Whiskey,64,2019
1242,4ThyHM57HG7pnLudis9b0M,Jhené Aiko,Promises,64,2019
1243,7Cye3UbCA6UNuDykdCf3AB,Night Lovell,Dark Light,70,2019
1244,5maiP9UMnTSgoxPX8X3bdz,Trey Songz,Na Na,62,2019
1245,1BwhFXqoIsePt21WyWIttb,Bleachers,I Wanna Get Better,64,2019
1246,4f3NHOxgC8Bg21IJBg4cZ3,Timmy Trumpet,Freaks - Radio Edit,66,2019
1247,4q6dqyGM25sKFU8nYAGRe4,Kid Ink,Show Me (feat. Chris Brown),69,2019
1248,1fidCEsYlaVE3pHwKCvpFZ,Nico & Vinz,Am I Wrong,72,2019
1249,1H7zdcRD0gLGQY0w5ejGgX,TV Girl,Lovers Rock,64,2019
1250,79XrkTOfV1AqySNjVlygpW,Drake,Energy,70,2019
1251,1Cj2vqUwlJVG27gJrun92y,Disturbed,The Sound of Silence,74,2019
1252,3ESSGgWzRf1xvP7G5hHMhB,Fetty Wap,Again,67,2019
1253,7gHs73wELdeycvS48JfIos,Alan Walker,Faded,77,2019
1254,6fTdcGsjxlAD9PSkoPaLMX,Donnie Trumpet & The Social Experiment,Sunday Candy,68,2019
1255,2K87XMYnUMqLcX3zvtAF4G,One Direction,Drag Me Down,76,2019
1256,023OVLNzXhX0j7CxswUt6D,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,65,2019
1257,5fSPbm5lcwtqwXkeQQswW8,Eric Church,Record Year,67,2019
1258,5hwh37sTi84MVhCBMWzhGE,Ruth B.,Superficial Love,72,2019
1259,2N3U8uTYhjX2KwGT0pf5x0,A$AP Rocky,Everyday,73,2019
1260,3vv9phIu6Y1vX3jcqaGz5Z,The Chainsmokers,Roses,72,2019
1261,6qMXubogFdMrvVMJwqATzd,Wes Walker,Jordan Belfort,66,2019
1262,46lFttIf5hnUZMGvjK0Wxo,Galantis,Runaway (U & I),74,2019
1263,1Bqxj0aH5KewYHKUg1IdrF,G-Eazy,Some Kind Of Drug,68,2019
1264,2EWpa5XnAuSn0sIkSSIhYk,The Revivalists,Wish I Knew You,68,2019
1265,1cOyWWUr3oXJIxY0AjJEx9,Troye Sivan,YOUTH,66,2019
1266,2bL2gyO6kBdLkNSkxXNh6x,Maroon 5,Animals,74,2019
1267,7qjbpdk0IYijcSuSYWlXO6,Five Finger Death Punch,Jekyll and Hyde,65,2019
1268,6AoYWCzsDls6c61Zp5qTuU,Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),68,2019
1269,1lgN0A2Vki2FTON5PYq42m,Imagine Dragons,Warriors,68,2019
1270,5lFDtgWsjRJu8fPOAyJIAK,Drake,Back To Back,68,2019
1271,4cxvludVmQxryrnx1m9FqL,Lin-Manuel Miranda,My Shot,68,2019
1272,55Q46o5adtSobImSKrrlqW,Lil Uzi Vert,Top,66,2019
1273,5gWtkdgdyt5bZt9i6n3Kqd,Melanie Martinez,Mad Hatter,70,2019
1274,5y6pj7OeBFF0CVgZKhRbOG,Little Mix,Black Magic,76,2019
1275,1ID1QFSNNxi0hiZCNcwjUC,Drake,Legend,69,2019
1276,5ZManJDV3CexO66nRCkdiV,Old Dominion,Break Up with Him,65,2019
1277,09kvhnq2ONdNo4NRtHBSvv,$uicideBoy$,My Flaws Burn Through My Skin Like Demonic Flames from Hell,69,2019
1278,3UWkbO4emEOu9YUeOGq3vU,blackbear,Weak When Ur Around,69,2019
1279,5PUawWFG1oIS2NwEcyHaCr,Fall Out Boy,Uma Thurman,69,2019
1280,6wNeKPXF0RDKyvfKfri5hf,Melanie Martinez,Dollhouse,70,2019
1281,1qwnPVOIJjAFfCc40Etb1D,Zac Brown Band,Homegrown,66,2019
1282,1TnUURhehaoMWKAqQtirm6,Halsey,Colors,71,2019
1283,25KybV9BOUlvcnv7nN3Pyo,The Weeknd,In The Night,71,2019
1284,1j6kDJttn6wbVyMaM42Nxm,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),68,2019
1285,6rje9f1wRFJDO2iTORw0lH,Big Sean,I Know,66,2019
1286,2P4OICZRVAQcYAV2JReRfj,Avicii,Waiting For Love,78,2019
1287,72Bz4ciRZPBcVSw0nrZDHi,Pia Mia,Do It Again,74,2019
1288,3dP0pLbg9OfVwssDjp9aT0,Renée Elise Goldsberry,Satisfied,68,2019
1289,6Yqmv7XJLCrQEauMbPGZSw,Travis Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),68,2019
1290,6KacmqPPQ3LNoiGFuqGChs,Wale,The Need to Know (feat. SZA),66,2019
1291,52ojopYMUzeNcudsoz7O9D,Tame Impala,"New Person, Same Old Mistakes",69,2019
1292,3SKzTIl9mW0DadTys9SFo3,Halsey,Control,69,2019
1293,1wYZZtamWTQAoj8B812uKQ,Alessia Cara,Here,65,2019
1294,4v1P7JCjehbg5TmLQo2mFy,Lil Uzi Vert,7AM,66,2019
1295,49zD0wr2S3d0lZPib0K4e1,Future,F*ck Up Some Commas,67,2019
1296,67citk3uzWs5qbaIVKTeg8,Carrie Underwood,Church Bells,66,2019
1297,5InOp6q2vvx0fShv3bzFLZ,Drake,Know Yourself,68,2019
1298,5S9lfZu1YF8xKkgSsqL2Bd,Sia,Elastic Heart,65,2019
1299,4VsMart0lkjUtyQnmxloK6,$uicideBoy$,$outh $ide $uicide,68,2019
1300,1gGsNNUfvVMOv4llVMg8Vg,Lil Uzi Vert,Ps & Qs,70,2019
1301,36phXHOKx8rO7CMp2vNX4x,Hailee Steinfeld,Love Myself,73,2019
1302,3MEYFivt6bilQ9q9mFWZ4g,Marshmello,Alone,77,2019
1303,3S4px9f4lceWdKf0gWciFu,Sia,Cheap Thrills,72,2019
1304,3nAq2hCr1oWsIU54tS98pL,Kanye West,Waves,71,2019
1305,3eze1OsZ1rqeXkKStNfTmi,Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio),70,2019
1306,54Yappwod1fELR5zb2gDBn,Marc E. Bassy,Morning,70,2019
1307,5WI2ltQIdwgzf1SNE76JyR,Flume,Never Be Like You (feat. Kai),68,2019
1308,0ZAiqymvbQUZAh9y6ZT3Rm,EDEN,XO,73,2019
1309,0wdKiSBUT7aZkXUIdJWcwC,Kevin Gates,2 Phones,69,2019
1310,72TFWvU3wUYdUuxejTTIzt,Rihanna,Work,76,2019
1311,19YKaevk2bce4odJkP5L22,Frank Ocean,Nikes,71,2019
1312,1eQBEelI2NCy7AUTerX0KS,Kanye West,Ultralight Beam,71,2019
1313,4SYUUlkScpNR1QvPscXf8t,Post Malone,Too Young,72,2019
1314,4gmmRb6bZJffOOiww1JGTO,21 Savage,No Heart,71,2019
1315,1lEk3U3MzbDeL5MNHkE9JU,Elevation Worship,O Come to the Altar (Live),70,2019
1316,0hUepWE4GoMwtKgU8vE617,Eric Bellinger,G.O.A.T.,70,2019
1317,2LMkwUfqC6S6s6qDVlEuzV,Frank Ocean,White Ferrari,71,2019
1318,0y1QJc3SJVPKJ1OvFmFqe6,KALEO,Way Down We Go,75,2019
1319,4sPmO7WMQUAf45kwMOtONw,Adele,Hello,72,2019
1320,20dP2DaMHIAmwWAbp7peSr,Young Thug,pick up the phone,72,2019
1321,4F7A0DXBrmUAkp32uenhZt,The Weeknd,Party Monster,73,2019
1322,4NZrZgrRoR4GwR7flWOXRI,Two Feet,Go Fuck Yourself,78,2019
1323,40yJGQyEaBbIkXpwMFkXip,Lil Yachty,One Night,70,2019
1324,1ehPJRt49h6N0LoryqKZXq,Alessia Cara,How Far I'll Go - Alessia Cara Version,69,2019
1325,37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Reminder,73,2019
1326,5CG9Ps5ynNjpKJHmwc95pa,Dierks Bentley,Somewhere On A Beach,68,2019
1327,6I6NX6tjGsxFAsIfGzY9lJ,J. Cole,Deja Vu,70,2019
1328,6yIHGmQLJxWAUZ1ZkENemN,Haley Reinhart,Can't Help Falling in Love,73,2019
1329,3DlgDXIYtnWtJKiB8bZQMv,Saba,Photosynthesis,69,2019
1330,0BCy325UZyR9z0t0uxwn2N,Florida Georgia Line,H.O.L.Y.,68,2019
1331,4IWGnyOHDrVZEtPWfs4s7q,Lil Uzi Vert,Do What I Want,68,2019
1332,36seMHoyXmLUNxcwzwjdF7,Christian Leave,Please Notice,70,2019
1333,0kN8xEmgMW9mh7UmDYHlJP,Bruno Mars,Versace on the Floor,75,2019
1334,19a3JfW8BQwqHWUMbcqSx8,Kanye West,Famous,72,2019
1335,0lQJBl9YEsoMtE8D4yTE9g,Dan + Shay,From the Ground Up,67,2019
1336,1ysAvOdJgUjc6CqOQxepaz,Post Malone,Money Made Me Do It,70,2019
