song_id,artist_name,track_name,popularity,year
4DpNNXFMMxQEKl7r0ykkWA,Melanie Martinez,Play Date,89,2015
6K4t31amVTZDgR3sKmwUJJ,Tame Impala,The Less I Know The Better,85,2015
0y60itmpH0aPKsFiGxmtnh,WILLOW,Wait a Minute!,82,2015
3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,78,2015
5kNe7PE09d6Kvw5pAsx23n,Thomas Rhett,Die A Happy Man,76,2015
3pXF1nA74528Edde4of9CC,Bryson Tiller,Don't,79,2015
7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,83,2015
43PuMrRfbyyuz4QpZ3oAwN,Bryson Tiller,Exchange,78,2015
2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Electric Love,77,2015
0QZ5yyl6B6utIWkxeBDxQN,Lord Huron,The Night We Met,75,2015
6y6jbcPG4Yn3Du4moXaenr,blackbear,Idfc,80,2015
1Ser4X0TKttOvo8bgdytTP,Rae Sremmurd,Come Get Her,78,2015
3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,83,2015
0PXp9QxBfSKGGpWUNaws2X,Roy Woods,Drama (feat. Drake),77,2015
67iF3DdebmElASIGoebYt1,White Noise Meditation,Brown Noise - Loopable with No Fade,75,2015
1wHZx0LgzFHyeIZkUydNXq,Travis Scott,Antidote,79,2015
0PJIbOdMs3bd5AT8liULMQ,Jeremih,oui,75,2015
0prNGof3XqfTvNDxHonvdK,Alessia Cara,Scars To Your Beautiful,73,2015
6GnhWMhgJb7uyiiPEiEkDA,Mac Miller,Weekend (feat. Miguel),75,2015
2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,Ride,81,2015
2JzZzZUQj3Qff7wapcbKjc,Wiz Khalifa,See You Again (feat. Charlie Puth),82,2015
04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,Centuries,79,2015
32OlwWuMpZ6b0aN2RZOeMS,Mark Ronson,Uptown Funk (feat. Bruno Mars),81,2015
22VdIZQfgXJea34mQxlt81,The Weeknd,Can't Feel My Face,79,2015
7FYH5AW3bVfZHJIQpq3UOA,Big Sean,I Don't Fuck With You,75,2015
78TTtXnFQPzwqlbtbwqN0y,Rihanna,FourFiveSeconds,79,2015
2d8JP84HNLKhmd6IYOoupQ,Fetty Wap,Trap Queen,73,2015
0SF38KDlXNLJAxbYyOMnCy,Cody Jinks,Loud and Heavy,72,2015
5XAPpyIoYF3QXP34Hv8Pvx,$uicideBoy$,Kill Yourself (Part III),77,2015
51EC3I1nQXpec4gDk0mQyP,Travis Scott,90210 (feat. Kacy Hill),75,2015
4S7YHmlWwfwArgd8LfSPud,A$AP Rocky,L$D,76,2015
7lGKEWMXVWWTt3X71Bv44I,X Ambassadors,Unsteady,77,2015
5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap,679 (feat. Remy Boyz),75,2015
50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Love Yourself,81,2015
5tsI3xxDHDgzHhn30LTQNz,Mike Stud,These Days,73,2015
3I7krC8kr0gFR7P6vInR1I,Billy Currington,Do I Make You Wanna,71,2015
4jTiyLlOJVJj3mCr7yfPQD,Rae Sremmurd,This Could Be Us,75,2015
5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Daddy Issues,78,2015
4PhsKqMdgMEUSstTDAmMpg,The Weeknd,Often,76,2015
0H04yVa3DJxoXbLBpAb7iV,Chris Young,I'm Comin' Over,71,2015
11Rm75lU5EmETsTR22C0gT,Ocean Waves For Sleep,Rolling Ocean Waves,72,2015
0jllH0usRFD4LJkJnGK9Lf,Olivia O'Brien,Complicated,78,2015
2YlZnw2ikdb837oKMKjBkW,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),78,2015
27GmP9AWRs744SzKcpJsTZ,Drake,Jumpman,74,2015
2TI2fw9FWPeah6N4k1b4NU,Cavetown,This Is Home,74,2015
6Knv6wdA0luoMUuuoYi2i1,Flo Rida,My House,76,2015
40YcuQysJ0KlGQTeGUosTC,G-Eazy,"Me, Myself & I",77,2015
34oWbFBfGEElvgO0a5c9V4,Kodak Black,No Flockin',70,2015
0NeJjNlprGfZpeX2LQuN6c,Leon Bridges,River,74,2015
7q0aQpiLv5tIsupcgQ3Ny4,George Ezra,Budapest,68,2015
4irYeuAi87yyGHcI4h9s0x,$uicideBoy$,Paris,74,2015
0tV8pOpiNsKqUys0ilUcXz,Andra Day,Rise Up,77,2015
5fSPbm5lcwtqwXkeQQswW8,Eric Church,Record Year,70,2015
5jsw9uXEGuKyJzs0boZ1bT,Shawn Mendes,Stitches,73,2015
64GRDrL1efgXclrhVCeuA0,Sam Smith,Lay Me Down,76,2015
4NYwy0R3NdvORX2B6OZXBT,Trey Songz,Slow Motion,72,2015
0NBiC3zLXoBQXBjsbnbwJq,Lil Dicky,Molly (feat. Brendon Urie of Panic at the Disco),71,2015
1Lim1Py7xBgbAkAys3AGAG,Major Lazer,Lean On,72,2015
08zJpaUQVi9FrKv2e32Bah,Jeremih,Planez,71,2015
09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Sorry,79,2015
3WjyiSbfR74pjWXQ3IaFKJ,Jeremih,Impatient,73,2015
1qwnPVOIJjAFfCc40Etb1D,Zac Brown Band,Homegrown,70,2015
5rgrBsAFYMun6yhtnLKRPz,Bryson Tiller,Right My Wrongs,71,2015
4frLb7nWtsz2ymBE6k2GRP,The Weeknd,Earned It (Fifty Shades Of Grey),71,2015
4h0zU3O9R5xzuTmNO7dNDU,Ruth B.,Lost Boy,76,2015
2s1sdSqGcKxpPr5lCl7jAV,Sia,Chandelier,69,2015
72Bz4ciRZPBcVSw0nrZDHi,Pia Mia,Do It Again,78,2015
3iVcZ5G6tvkXZkZKlMpIUs,Kendrick Lamar,Alright,72,2015
4scpF6J5uMBvoh6sFB7EL1,Rae Sremmurd,No Type,74,2015
4Pn0JlCUusD2QHjADuOzuV,Tim McGraw,Humble And Kind,69,2015
0NTMtAO2BV4tnGvw9EgBVq,Rihanna,Bitch Better Have My Money,75,2015
70nmZhHZLNVYWP4NON41Zw,$uicideBoy$,Runnin' Thru The 7th With My Woadies,72,2015
3bnVBN67NBEzedqQuWrpP4,Twenty One Pilots,Tear in My Heart,73,2015
2IO7yf562c1zLzpanal1DT,Halsey,Gasoline,73,2015
6TaqooOXAEcijL6G1AWS2K,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),74,2015
5jROdl6MhcmP3O7h2sVgtw,Chris Stapleton,Parachute,70,2015
2K87XMYnUMqLcX3zvtAF4G,One Direction,Drag Me Down,78,2015
5n0CTysih20NYdT2S0Wpe8,Cage The Elephant,Trouble,72,2015
5DHQKZCOZhGNTbYBCekWx0,NF,Paralyzed,74,2015
3vv9phIu6Y1vX3jcqaGz5Z,The Chainsmokers,Roses (feat. ROZES),73,2015
5gWtkdgdyt5bZt9i6n3Kqd,Melanie Martinez,Mad Hatter,73,2015
0Mn3amMRMoabaoTf1Publ4,Demi Lovato,Confident,73,2015
7uJH0YdSZL6psjxI6Xy08b,The Weeknd,Acquainted,72,2015
2kG5litgxXvx6ZRgwO1v7W,Houndmouth,Sedona,67,2015
0N3W5peJUQtI4eyR6GJT5O,Kendrick Lamar,King Kunta,73,2015
5zT5cMnMKoyruPj13TQXGx,Amber Run,I Found,73,2015
7JXZq0JgG2zTrSOAgY8VMC,Drake,Jungle,71,2015
2X485T9Z5Ly0xyaghN73ed,Tame Impala,Let It Happen,74,2015
0hNhlwnzMLzZSlKGDCuHOo,Beach House,Space Song,67,2015
6FBzhcfgGacfXF3AmtfEaX,Steve Lacy,C U Girl,70,2015
41Wez07tvAmZMrYHi2K86j,KYLE,Don't Wanna Fall In Love,70,2015
6AoYWCzsDls6c61Zp5qTuU,Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),70,2015
3Te8uLyit6X3ncNW8Fp3K2,Fall Out Boy,Immortals,73,2015
0Dc7J9VPV4eOInoxUiZrsL,Jeremih,Don't Tell 'Em,72,2015
0iA1unTbTbDOWUSlbwJ1pS,Billy Currington,It Don't Hurt Like It Used To,68,2015
6qMXubogFdMrvVMJwqATzd,Wes Walker,Jordan Belfort,68,2015
5BJVxZaNRrqjHwYpGcH3Yq,Cavetown,Devil Town,71,2015
