,song_id,artist_name,track_name,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
768,2krJlC7MXXpOdPipgc0TaS,Eric Church,Creepin',58,2011,0.464,0.889,5,-5.042,1,0.0497,0.0389,0.0272,0.31,0.539,87.858,232720,4
770,0cEBv7oJxFp3bfTFqWFI0R,Hot Chelle Rae,Why Don't You Love Me,64,2011,0.53,0.802,2,-6.494,1,0.0362,0.121,0.0,0.118,0.566,148.054,211413,3
771,6dfXwa0dI1sBm4CIePuOYM,Avicii,Levels,58,2011,0.601,0.834,1,-6.573,0,0.0358,0.0295,0.888,0.34,0.352,125.991,338867,4
772,0ezWgOdeYbEfeF0NXnMgKr,Sleep Sounds of Nature,Discover Relax with a Thunderstorm,59,2011,0.12,0.998,9,-21.701,1,0.0755,0.83,0.897,0.505,1e-05,147.787,240000,5
773,0sgnJ5LFjEy2IuQ99NEZ1C,Pistol Annies,Hell on Heels,57,2011,0.655,0.547,6,-5.829,1,0.0406,0.177,3.78e-05,0.118,0.383,132.226,194387,4
774,5a3rLTbh7L7lBj5cflW3sf,Hollywood Undead,Comin’ In Hot,62,2011,0.708,0.749,2,-5.64,1,0.0897,0.0146,0.0,0.0913,0.382,96.016,223333,4
775,4Jv7lweGIUOFQ7Oq2AtAh9,Lykke Li,I Follow Rivers - The Magician Remix,72,2011,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,280070,4
776,6mVD1SfTvlFAPVi7txFL5H,The Strokes,Machu Picchu,64,2011,0.695,0.814,1,-5.294,1,0.066,0.0133,0.0984,0.0601,0.882,105.011,209627,4
777,7HaggpJGAfEgH8wyMLOIPl,Lil Wayne,John,57,2011,0.589,0.821,11,-4.473,1,0.111,0.0143,0.0,0.112,0.424,77.472,286973,4
778,3wxgj5N8ZKoZWHDw6FJUf2,Eric Church,Like Jesus Does,57,2011,0.576,0.355,1,-8.388,1,0.033,0.439,4.55e-05,0.13,0.299,137.232,198733,4
779,2ZGBhrxA4ghKqoOMBdn966,Mac Miller,Smile Back,59,2011,0.533,0.835,2,-6.551,1,0.159,0.000288,0.0,0.363,0.228,151.289,162008,4
781,4WEuEfFiczWxblHyuucSBL,Kendrick Lamar,HiiiPower,61,2011,0.695,0.827,6,-5.742,0,0.282,0.179,0.0,0.283,0.538,81.024,279855,4
782,2LYAG9jlH9rul11nalRxR0,The Ready Set,Killer,60,2011,0.644,0.84,0,-6.347,0,0.0511,0.153,1.35e-06,0.294,0.935,99.936,183200,4
783,5fgb3Md1xjt3mxeBqguiIA,Foster The People,I Would Do Anything for You,61,2011,0.597,0.848,0,-5.841,1,0.0308,0.0372,2.33e-05,0.122,0.437,128.009,214080,4
784,7wtyoTQXrHkHj1iOyUJ33B,Victorious Cast,Give It Up (feat. Elizabeth Gillies & Ariana Grande),59,2011,0.758,0.944,2,-1.541,0,0.0696,0.0949,6.49e-06,0.402,0.696,119.97,165147,4
785,2UtpKeG4HGKrEEQVvcVY27,Tyler Childers,Long Hard Road,56,2011,0.505,0.196,1,-13.877,1,0.0479,0.932,3.2e-05,0.101,0.558,181.085,192440,3
786,4vEXJ6NvEwS8ptynkNswaa,Queen,You're My Best Friend - Remastered 2011,57,2011,0.518,0.761,0,-7.025,1,0.0452,0.158,0.00765,0.0715,0.576,118.738,170800,4
787,4u4JqBap9AgXwHMH90pKTl,Jawga Boyz,All The Girls Wanna Ride,57,2011,0.785,0.62,9,-5.892,0,0.0733,0.0523,0.0,0.146,0.467,180.008,205418,4
788,4mBYupeEa1e5Ep2HU7xToZ,Jason Isbell and the 400 Unit,Alabama Pines,57,2011,0.474,0.556,4,-10.125,1,0.0314,0.327,0.0,0.111,0.258,100.261,231884,4
789,4bCOAuhvjsxbVBM5MM8oik,Nickelback,When We Stand Together,67,2011,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,190787,4
790,6gSKswfcoWvaadqvuMF3Y7,Grouplove,Colours,59,2011,0.529,0.83,6,-5.428,1,0.0397,0.0211,0.0,0.0983,0.318,93.933,257787,4
791,4QCwJfuL70aUSXzlEP4FRT,Jack Johnson,Bubble Toes,57,2011,0.606,0.517,7,-11.507,1,0.116,0.666,0.0209,0.377,0.685,93.88,238603,4
792,2R1R6xnXMi1KzsleoBorpH,Tyler Childers,If Whiskey Could Talk,56,2011,0.58,0.212,7,-13.108,1,0.0345,0.877,2.26e-05,0.105,0.533,136.318,231387,3
793,63oXfvnKh3wm09ONxi5lt7,Jawga Boyz,Ridin High,56,2011,0.687,0.729,9,-6.916,0,0.0308,0.00481,0.000435,0.123,0.259,140.004,371398,4
794,3Ig9gmkoKZMAGgCXu1bwdH,George Strait,Amarillo By Morning,56,2011,0.601,0.534,9,-9.06,1,0.0309,0.303,4.5e-05,0.413,0.552,120.872,172000,4
795,7oizkVPKiJYU5CyTjrcVp0,Jake Owen,The One That Got Away,56,2011,0.576,0.865,0,-3.288,1,0.0407,0.0343,5.32e-05,0.252,0.535,119.913,194173,4
796,24OMJgeZvpSu92TbAe2WYh,Mac Miller,Party On Fifth Ave.,58,2011,0.594,0.823,9,-5.21,1,0.332,0.0635,0.0,0.095,0.663,97.101,173516,4
797,6c9dTiyjDWWmrF1aStbdde,Tyler Childers,Play Me a Hank Song,56,2011,0.373,0.263,3,-13.923,1,0.0314,0.857,0.000411,0.101,0.412,135.113,313467,3
798,4P3szOfvcaRQcERvg7e8CD,We The Kings,Say You Like Me,59,2011,0.412,0.744,9,-4.301,1,0.0651,0.0265,0.0,0.21,0.342,176.171,210646,4
799,0sfs8U4743dBlUKKxN7pye,Banda Sinaloense MS de Sergio Lizárraga,Mi Olvido,65,2011,0.802,0.45,4,-4.893,0,0.0316,0.331,0.0017,0.0935,0.777,125.985,218093,4
800,5tjEFjXJZOiFYfUsH1L6D3,Bobaflex,Bury Me With My Guns,59,2011,0.595,0.878,5,-4.341,0,0.0401,0.000293,0.00266,0.174,0.465,93.94,214533,4
801,74atKkOasLOVzvqB6mYgga,Drake,The Real Her,58,2011,0.567,0.309,8,-14.254,1,0.385,0.166,0.0,0.12,0.509,65.041,321080,4
802,7K7E7LKK51PezScgsvVg9Y,C418,Key,60,2011,0.187,0.00376,6,-41.766,1,0.0409,0.993,0.382,0.0774,0.0374,69.2,65000,5
803,0MbcutYUIQAtgtlLRHS6Cl,Cody Johnson,Ride With Me,56,2011,0.626,0.813,7,-4.548,1,0.0257,0.177,0.00065,0.0986,0.461,97.946,215600,4
804,2vBiZ7nBe0OqTZKWGP0s4K,Nickelback,Lullaby,64,2011,0.508,0.832,11,-4.395,1,0.032,0.000372,0.0,0.0859,0.404,136.004,228107,4
805,77ZdAoTHYoF6Umo76HFD4m,Gym Class Heroes,The Fighter (feat. Ryan Tedder),60,2011,0.592,0.926,7,-3.469,1,0.126,0.0775,0.0,0.187,0.432,99.018,228533,4
806,33AQv3sfvHmtGfYNIJpi96,Joe Nichols,Tequila Makes Her Clothes Fall Off,57,2011,0.654,0.745,2,-5.685,1,0.0281,0.134,0.0,0.079,0.679,93.931,187067,4
807,0c3yfC8zMRJGvmqphczhZb,The Script,Nothing,56,2011,0.473,0.833,2,-5.013,1,0.039,0.00369,0.0,0.118,0.503,157.012,272213,4
808,6cC9RY7MoUx5z3aHjDTNI6,Florence + The Machine,Never Let Me Go,56,2011,0.461,0.73,9,-3.262,1,0.0371,0.295,4.31e-06,0.383,0.253,145.197,271013,4
809,4y4gIF4tD785sjnCFAtqRu,Dom Kennedy,When I Come Around,56,2011,0.814,0.568,1,-7.482,1,0.308,0.0256,0.0,0.575,0.56,97.977,223339,4
810,6wLMO8GUyJrZuBwnf4sgsL,Dawes,A Little Bit Of Everything,56,2011,0.51,0.393,5,-9.526,1,0.0364,0.395,0.0,0.138,0.269,143.739,339493,4
811,3xXKwkmkrpZmGpIof83xbE,Breaking Benjamin,So Cold,57,2011,0.485,0.776,0,-5.472,0,0.0525,0.00225,0.000102,0.124,0.26,153.055,273040,4
813,6crfO56bDm0RjpctUuGs5X,Julie London,I'm In The Mood For Love,61,2011,0.581,0.0543,0,-14.595,1,0.0466,0.963,0.000274,0.0968,0.175,124.185,149827,4
814,1UIcqXAA24eg76EFWViwr5,The Game,Martians Vs Goblins,60,2011,0.476,0.81,4,-3.414,0,0.265,0.0803,0.0,0.568,0.642,83.309,228827,4
815,0Ft6hwGWdCdujdK6TOfBV7,Jeezy,Lose My Mind,56,2011,0.705,0.75,1,-4.558,1,0.0522,0.0632,0.0,0.146,0.392,77.817,241947,4
816,3FPUFltTjg6ClUL2wr9ux6,Beyoncé,End of Time,64,2011,0.711,0.811,6,-7.503,0,0.219,0.0328,0.000517,0.0649,0.785,117.999,223987,4
817,4UkynNKM3QAFnYukL8Udi6,Fleet Foxes,Helplessness Blues,57,2011,0.324,0.463,8,-7.247,1,0.0336,0.0781,5.63e-06,0.103,0.2,125.295,303387,3
818,6113aOfHIC0vbZVDZ6PpRV,The Drums,Days,55,2011,0.586,0.721,2,-7.743,1,0.0289,0.369,0.16,0.141,0.657,84.987,269082,4
819,1SprDkyeYb0pdJJIRN4LXL,John Prine,Illegal Smile,56,2011,0.759,0.218,11,-14.855,1,0.0479,0.769,0.0,0.103,0.615,92.893,158240,3
820,0PgNhIg5n0UAOBVn43b8b6,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,66,2011,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,282400,4
821,1QixTwDZCcfBzA7QMyont0,Soil,Halo,59,2011,0.529,0.92,3,-4.168,1,0.0649,2.87e-05,0.00202,0.0582,0.438,111.132,195653,4
822,1QBwk6GTCxVdC2hoSw9tlM,Drake,Lord Knows,58,2011,0.417,0.887,5,-5.551,0,0.367,0.0786,0.0,0.834,0.303,167.579,307640,4
823,3u1Er1rkjn1oSz1xdZH3ZD,Foster The People,Call It What You Want,63,2011,0.641,0.967,5,-4.289,0,0.0601,0.0483,0.000276,0.442,0.725,113.017,238787,4
824,4kCvpSVa2XQUiarE7EE5Fs,Mac Miller,Another Night,58,2011,0.61,0.576,1,-8.289,1,0.0641,0.608,0.0,0.0716,0.568,80.973,175775,4
825,5cCAZS9VhLGEDV4NCfieeg,Britney Spears,I Wanna Go,64,2011,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,210267,4
826,2U8g9wVcUu9wsg6i7sFSv8,Coldplay,Every Teardrop Is a Waterfall,68,2011,0.425,0.733,9,-6.883,1,0.0396,0.00193,0.00922,0.171,0.313,117.985,240796,4
827,3p0rvHL2zfHAlXAgnHC4GI,Phantogram,Don't Move,57,2011,0.558,0.642,5,-5.206,0,0.0321,7.19e-05,0.00746,0.201,0.482,99.977,258187,4
828,5TtOrriDfiamVEKrls2GIT,A Day To Remember,Better Off This Way,58,2011,0.379,0.965,4,-3.442,1,0.0975,9.33e-05,0.0,0.371,0.565,160.057,206360,4
829,0qdnPX9umHlQBQuv2sYZlo,Sublime With Rome,Take It or Leave It,56,2011,0.677,0.716,9,-6.312,1,0.272,0.0367,0.0,0.148,0.828,164.022,232813,4
830,3Rh3zDYanZFHaeXFT4Asps,Fat Joe,Another Round (feat. Chris Brown),57,2011,0.271,0.762,6,-6.277,0,0.275,0.0719,0.0,0.143,0.41,80.248,288895,4
831,7udsBKuqnJ5csWTAkR0vEI,Drake,We'll Be Fine,57,2011,0.386,0.488,1,-7.303,0,0.422,0.00171,0.0,0.64,0.217,193.397,247947,4
832,4VH3rKj1tmhUZtX3U43jBq,Harold Budd,The Whispers,61,2011,0.228,0.00385,9,-35.213,0,0.0449,0.995,0.917,0.0858,0.117,141.201,163000,3
833,4EfN6bixdOOgoLYR5C4cWo,Rihanna,Birthday Cake,59,2011,0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,78200,4
834,68LR4RQ7JLHwRodWxPOB0k,Ace Hood,Hustle Hard Remix,55,2011,0.831,0.74,1,-3.723,1,0.152,0.00557,0.0,0.302,0.21,140.041,285693,4
835,7iDDWqSjOa4PNvHQgUFI73,Billy Currington,Good Directions,56,2011,0.715,0.722,5,-2.533,1,0.0316,0.322,0.0,0.139,0.436,122.479,216133,4
836,0prF3F4FoKvxBObaeXLVHv,Wiz Khalifa,When I'm Gone,58,2011,0.701,0.76,9,-6.561,1,0.0512,0.496,0.0,0.0867,0.301,91.986,248560,4
837,1KNNTdw7SzJ90p6RXq4kGE,The Judds,Grandpa (Tell Me 'Bout The Good Old Days),57,2011,0.565,0.456,4,-8.124,1,0.031,0.426,8.08e-06,0.0612,0.588,201.644,254640,4
838,0uvaj8ZRr0TBOYQOpyo6k3,Nature Sounds Nature Music,3D Thunderstorm Sound Binaural Recording for Relaxation,58,2011,0.298,1.0,8,-12.938,1,0.0535,0.236,0.378,0.948,1e-05,75.201,795449,5
839,6JOlNkT0QdHeZB0wPbI9IR,David Guetta,Turn Me On (feat. Nicki Minaj),55,2011,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,199680,4
840,6cfVDaIdvDtYH91RqC6Wox,Kendrick Lamar,Hol' Up,58,2011,0.607,0.869,5,-5.271,1,0.345,0.781,0.0,0.137,0.577,155.983,173158,4
841,3vk0GnIa9jp1B00felbJQE,Jesus Culture,Break Every Chain - Live,60,2011,0.317,0.666,9,-5.809,1,0.0365,0.343,0.0,0.314,0.179,135.784,487506,4
842,0UQDSP8cz6WmLJckO5jqUQ,Kirk Franklin,I Smile,58,2011,0.745,0.753,1,-2.408,1,0.164,0.223,0.0,0.705,0.589,144.057,307973,4
843,3R1k8P1MrDdLSRhlTaaWAS,JAY-Z,Who Gon Stop Me,60,2011,0.594,0.73,0,-4.638,0,0.159,0.0408,0.000164,0.715,0.378,133.88,256707,4
844,70tFuqBcduJv15bEnOPRTh,Big Sean,My Last,57,2011,0.387,0.773,8,-5.685,1,0.17,0.098,0.0,0.209,0.368,78.629,254120,4
845,1FRF0NHXBW4ecdulGkTzJY,Kendrick Lamar,Blow My High (Members Only),58,2011,0.959,0.524,9,-8.145,0,0.274,0.316,0.0,0.274,0.84,119.933,215792,4
846,4RROfcxQXFIwW0ugcZfdC4,C418,Haggstrom,60,2011,0.771,0.179,4,-16.702,0,0.064,0.971,0.821,0.0685,0.0374,112.018,204000,1
847,3tBm6WBuQrNBSTaVS1iwFJ,Rockabye Lullaby,Baby Mine - Dumbo,60,2011,0.521,0.0998,0,-17.308,0,0.0997,0.986,0.868,0.234,0.311,151.094,289811,3
848,7l9uOhfVJC8Y0c6PXHrgbs,Panic! At The Disco,Hurricane,58,2011,0.515,0.869,11,-4.381,0,0.109,0.00393,0.0,0.434,0.336,122.748,265333,4
849,7agnxnigAzIOP4zHAOXbsk,kvíðahópur,Reminisce in D,60,2011,0.347,0.0459,2,-18.944,0,0.0446,0.969,0.896,0.0948,0.0792,126.749,134220,3
850,0ekE5iqfVY8i0ZPisZHmxs,Rockabye Lullaby,A Whole New World - Aladdin,61,2011,0.47,0.289,0,-11.177,1,0.0697,0.643,0.628,0.104,0.337,83.777,231596,4
851,5vSqkO8k4lrXPj2xlYL4br,J. Cole,Cole World,57,2011,0.695,0.768,5,-8.819,0,0.136,0.00137,0.0,0.0964,0.499,156.974,184587,4
852,12OkZyDWNBLUqoReoseGrc,MF DOOM,Rhymes Like Dimes,58,2011,0.644,0.751,0,-5.652,1,0.268,0.662,0.0,0.17,0.759,99.948,258613,4
853,7m4HUtdXRUHEitLIqbVWxf,Panic! At The Disco,Ready to Go (Get Me Out of My Mind),59,2011,0.57,0.922,0,-5.433,1,0.0424,0.000463,0.000188,0.363,0.32,135.01,217027,4
854,09EyrQlZFXMjTWJAcJRVbm,Statik Selektah,82 92 (feat. Mac Miller),58,2011,0.526,0.919,11,-4.702,0,0.32,0.194,0.0,0.037,0.704,180.069,217367,4
855,5GOqOUVv7vk0jWDdNToHtA,Jeezy,Leave You Alone,56,2011,0.669,0.662,11,-7.758,0,0.0446,0.169,0.0,0.345,0.471,94.531,329187,4
856,2Y0kKL90NsxMNAHqvTuhps,Mac Miller,Frick Park Market,58,2011,0.593,0.809,6,-5.643,1,0.0597,0.0225,0.0,0.293,0.227,156.125,197559,4
857,1yYr4D1KjhhyDD5bZIiFQy,Trivium,In Waves,62,2011,0.477,0.94,9,-3.435,1,0.103,0.000211,0.0518,0.346,0.338,76.517,302467,4
859,5fpEDGQX0Ah3utGnFYulQZ,Ben Howard,Keep Your Head Up,67,2011,0.508,0.596,4,-9.034,0,0.0334,0.439,9.84e-06,0.111,0.4,79.359,264547,4
860,33B2K2HwOiMSmLrIxuulio,Aaron Lewis,Country Boy (Acoustic Version),55,2011,0.681,0.521,6,-4.802,1,0.0317,0.663,0.0,0.135,0.318,121.914,259800,4
861,6siSMJB7m5aOxbSPoB7eUv,Rockabye Lullaby,When You Wish Upon A Star - Pinocchio,61,2011,0.52,0.0707,0,-13.302,1,0.0508,0.929,0.817,0.101,0.356,79.47,220000,4
862,5qninDC32ywn4sOtBwwACO,Josh Garrels,Farther Along,56,2011,0.557,0.533,4,-6.114,0,0.03,0.0783,0.00955,0.413,0.157,92.999,304517,4
863,4RjHalDdUreXDJSJLo44lK,J Boog,Sunshine Girl,58,2011,0.769,0.536,8,-6.679,1,0.0341,0.119,0.0,0.0439,0.916,118.116,217271,4
865,1ncSAZD0bzvU3cu0uPLbWd,Tedeschi Trucks Band,Midnight in Harlem,57,2011,0.447,0.557,9,-9.92,1,0.035,0.35,0.0145,0.11,0.43,152.058,352667,4
866,2LesjfnNo5Pa6YMsycC2bc,Ballyhoo!,Walk Away,56,2011,0.742,0.716,9,-6.654,1,0.039,0.0512,0.0,0.22,0.887,105.004,203684,4
867,2IY5x7cYBRvpJHA8QYHUwj,Rockabye Lullaby,When She Loved Me - Toy Story 2,60,2011,0.47,0.0506,5,-14.161,1,0.0681,0.968,0.895,0.0968,0.203,117.077,231085,5
868,6UZ8PjuMPQI6i7NOImb2mA,A Day To Remember,2nd Sucks,57,2011,0.501,0.989,7,-4.369,1,0.173,0.000133,1.6e-06,0.57,0.162,140.029,147627,4
869,0RdUX4WE0fO30VnlUbDVL6,Scorpions,Still Loving You,72,2011,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,4
870,1Rl25VpYAmwet3uJrBBVbF,Pepe Aguilar,Prometiste,68,2011,0.571,0.616,4,-7.083,1,0.03,0.64,4.91e-05,0.134,0.372,150.932,216000,4
871,5g3TDpgy1J1woAUVuj21EE,Neon Indian,Polish Girl,54,2011,0.622,0.873,9,-4.255,0,0.0366,0.00603,1.25e-05,0.131,0.434,111.984,264000,4
872,7hN5TKSdRb56uytwIpcUES,Hugo,99 Problems,61,2011,0.529,0.557,9,-7.762,1,0.0738,0.0357,3.93e-05,0.0734,0.592,162.599,137427,4
873,5fqjfiMOFapIb8uFcxBStH,C418,Mice On Venus,59,2011,0.616,0.0284,0,-17.645,1,0.049,0.962,0.0111,0.0594,0.0781,110.848,281500,4
874,1gNcPHAiVIQZmqJFJdt3ti,C418,Dry Hands,59,2011,0.578,0.00713,6,-22.499,0,0.0972,0.992,0.711,0.104,0.348,122.316,68500,4
875,5VL7pScLlKe4MbB8EAivgA,Panic! At The Disco,Always,58,2011,0.408,0.499,9,-7.651,1,0.0323,0.665,0.0,0.11,0.554,88.968,153653,4
876,1JkhKUXAoNivi87ipmV3rp,Anthony Hamilton,Best of Me,57,2011,0.742,0.728,10,-6.626,0,0.0315,0.00962,3.73e-05,0.134,0.697,96.01,226373,4
877,3RmoC2E0YqBDUepn8KDxhb,Cody Johnson,Guilty As Can Be,54,2011,0.655,0.79,2,-3.836,1,0.0265,0.193,0.0,0.139,0.677,92.014,242720,4
878,0mR23YGAIvHrej07yrq7Ln,Nature Sounds Artists,Thunderstorm Approaching,57,2011,0.156,0.174,8,-39.839,1,0.0645,0.946,0.945,0.291,0.0349,66.168,256000,3
879,6j236RwzFFj4wqH2tWJNBD,T-Pain,5 O'Clock,59,2011,0.4,0.882,7,-1.958,0,0.334,0.168,0.0,0.124,0.385,167.114,281533,4
880,4d3LZkavq2SOMwqaTE6d50,Rockabye Lullaby,Under The Sea - Little Mermaid,60,2011,0.449,0.351,10,-10.79,1,0.0641,0.854,0.761,0.105,0.948,182.362,211020,4
881,0MpsyFvt1KaxNYBYw2aanq,John Maus,Hey Moon,54,2011,0.573,0.639,0,-7.143,1,0.0247,0.784,0.633,0.0923,0.24,89.575,248707,4
882,4vqmSmLC0dbw1UF7mmUDZe,Falling In Reverse,Raised By Wolves,58,2011,0.368,0.871,2,-3.395,0,0.106,0.0346,0.0,0.0599,0.527,84.585,204693,4
883,4RnCPWlBsY7oUDdyruod7Y,Ed Sheeran,Drunk,65,2011,0.733,0.652,7,-9.101,1,0.0696,0.419,2.37e-06,0.521,0.459,99.998,200093,4
884,4nqxQU97VmHhn3e6a3CUWZ,Victorious Cast,Make It Shine (Victorious Theme) (feat. Victoria Justice),59,2011,0.52,0.933,5,-2.884,1,0.0541,0.000137,0.0,0.0556,0.397,137.022,187773,4
885,1DWUGnny2b4zyBM4pr9j6K,Rockabye Lullaby,Beauty & the Beast - Beauty & the Beast,61,2011,0.669,0.248,7,-13.407,0,0.106,0.93,0.746,0.103,0.17,75.798,188308,4
886,0RA2xfP6BWhVLCPX1Rx6tD,Rockabye Lullaby,Can You Feel The Love Tonight - Lion King,60,2011,0.674,0.107,10,-15.662,1,0.245,0.878,0.00781,0.0899,0.424,114.636,260342,4
887,42loEE51UDcecom9K8K4ei,Colbie Caillat,I Do,61,2011,0.656,0.877,9,-5.656,1,0.0329,0.22,0.0,0.0785,0.958,144.871,173360,4
888,4x79cjezqX3yd15rSrAVFF,C418,Living Mice,59,2011,0.431,0.0573,7,-22.465,1,0.0403,0.883,0.609,0.0484,0.0395,74.97,177500,4
889,0spRhrdp5a0qHBzcYwtFIX,Hunter Hayes,Everybody's Got Somebody but Me (feat. Jason Mraz) - Encore,54,2011,0.638,0.53,5,-6.928,1,0.063,0.337,0.0,0.179,0.882,151.618,159347,4
890,5pmL3RzOy3IvGFaSDi4hZL,Taio Cruz,Hangover,72,2011,0.606,0.883,3,-3.243,1,0.0423,0.00872,0.0,0.0698,0.608,128.053,244907,4
891,0k8tcDGLSqUQAeuoOaUJj2,Panic! At The Disco,Memories,57,2011,0.489,0.958,1,-2.731,0,0.05,0.000473,0.0,0.401,0.427,132.975,205533,4
892,2rnvHrNnkWMcAkl4S1WlRg,Adele,Lovesong,58,2011,0.69,0.373,0,-9.454,0,0.0284,0.722,0.00103,0.111,0.329,116.925,316440,4
893,3WLLJzllBEgPiSA0qd3BN3,The Downtown Fiction,I Just Wanna Run,56,2011,0.669,0.667,4,-3.0,1,0.0511,0.00769,0.0,0.0983,0.69,128.103,199960,4
894,6dFcL5hsy8dy0RCFx7f5FD,Big & Rich,Fake ID (feat. Gretchen Wilson),54,2011,0.663,0.956,0,-2.322,1,0.0395,0.0614,0.0,0.233,0.73,129.983,203280,4
895,0mCVNGC4Vvb6gDDQrDpaRh,Childish Gambino,Les,57,2011,0.524,0.674,1,-7.038,0,0.0895,0.00654,9.3e-05,0.221,0.128,102.901,317293,4
896,4z1O25cq9g2kuJemmUxc21,Ed Sheeran,Small Bump,66,2011,0.81,0.436,10,-12.683,1,0.0717,0.689,0.000151,0.11,0.446,119.973,259413,4
898,0UAEHlFR79k9CJvknSGUNf,Technotronic,Pump Up The Jam - Edit,67,2011,0.862,0.918,10,-7.325,0,0.108,0.0287,1.15e-06,0.0492,0.651,124.811,215040,4
899,7EIbjRAv9K5ccoH4XivnTk,Hunter Hayes,Somebody's Heartbreak,54,2011,0.595,0.623,10,-5.975,1,0.0314,0.0496,0.0,0.109,0.645,149.974,227747,4
900,6koWevx9MqN6efQ6qreIbm,Tycho,A Walk,58,2011,0.659,0.716,9,-7.816,1,0.0317,0.329,0.909,0.127,0.382,139.952,316919,4
901,4rBJhbvK48X8aoQbgOD71Y,Ashes Remain,End Of Me,54,2011,0.59,0.823,5,-4.606,0,0.0394,0.00187,0.0,0.375,0.571,129.969,170427,4
902,0xY2BLCZhmxgnNXldJ9FwM,The White Noise,White Noise Fan for Babies,56,2011,0.0559,0.000652,8,-29.031,1,0.0733,0.13,0.65,0.11,0.0244,67.083,1393220,4
903,165lX6DbMhTzqODVZKLmkm,Young the Giant,Apartment,56,2011,0.57,0.733,2,-7.194,1,0.0306,0.00686,0.000131,0.21,0.334,109.97,235800,4
905,5sTbbSUmIMpCWpWYMRULYV,Rodney Atkins,He's Mine,54,2011,0.384,0.887,6,-3.806,1,0.0653,0.0425,0.0,0.117,0.676,72.816,191027,4
906,0KXvGydCYbBgHUlqrDbz3N,Bridgit Mendler,Somebody,60,2011,0.459,0.734,6,-4.587,1,0.0374,0.0748,0.0,0.0743,0.289,164.583,208867,4
907,7w6QlKAOcNEnqRgrnJvQtr,Alex Turner,Stuck on the puzzle,54,2011,0.58,0.682,4,-8.523,1,0.0332,0.0792,0.0316,0.161,0.774,77.53,211053,4
908,5W3Y5I9y5ps6M6rl09e7zg,Cherrelle,"Saturday Love - 12"" Extended Version",53,2011,0.865,0.394,11,-12.235,1,0.0528,0.0832,0.00231,0.302,0.643,115.936,521693,4
909,2kN05N1AQQplsgFweFAqYb,Foo Fighters,These Days,64,2011,0.532,0.664,2,-4.428,1,0.0304,0.000261,0.0,0.205,0.215,135.306,298267,4
910,13VDHbpoKlRhtgUaWTE2Ld,Nicki Minaj,Stupid Hoe,54,2011,0.879,0.83,7,-5.941,1,0.275,0.0289,0.131,0.204,0.719,100.014,196893,4
911,4HXOBjwv2RnLpGG4xWOO6N,Coldplay,Princess of China,66,2011,0.425,0.69,0,-6.221,1,0.0351,0.00385,0.0154,0.287,0.233,84.99,239216,4
912,4UQObdLnavFq651Qdu2t6Z,Verse Simmonds,Boo Thang,54,2011,0.772,0.692,2,-6.911,1,0.0568,0.0238,0.0,0.191,0.665,125.172,271293,4
913,0Ft9dBN6vm9bhvGaUPHyYO,Los Tigres Del Norte,Golpes En El Corazón,65,2011,0.493,0.74,2,-6.364,1,0.0418,0.446,3.07e-06,0.98,0.577,113.158,281000,4
914,4I58RPHVzDldHfK3t5HiZA,Cult To Follow,Leave It All Behind,64,2011,0.643,0.954,9,-3.255,1,0.108,0.00528,0.0,0.466,0.54,114.964,224087,4
915,5Y8HPgTEzRxZxmhw0PBP61,Tyler Childers,Junction City Queen,54,2011,0.522,0.173,7,-14.027,1,0.0317,0.929,0.00203,0.108,0.511,133.563,211680,3
916,65lIGCfW59BxcEJnnIOCq3,Jessie J,Who You Are,55,2011,0.534,0.667,9,-3.91,1,0.0336,0.0233,7.3e-06,0.261,0.215,136.043,230773,4
917,1MR7XamWS0XH6vZxeeRdE0,Bobby Vee,Take Good Care Of My Baby - 1990 Remastered,61,2011,0.491,0.431,1,-12.257,1,0.0609,0.698,0.0,0.124,0.661,82.445,150867,4
918,5UVBumEwdUnzvqxrXOYLFA,Youth Lagoon,17,58,2011,0.348,0.263,0,-8.531,1,0.0516,0.835,0.654,0.129,0.12,74.517,236000,4
919,4kPLmTsTwA6wvtcbb0LtbM,Steve Forbert,Romeo's Tune,57,2011,0.528,0.709,9,-7.645,1,0.0301,0.339,0.00732,0.294,0.684,94.887,212400,4
920,2USCY8xaBDKQF7wstIvmry,Rockabye Lullaby,Reflection - Mulan,60,2011,0.491,0.226,8,-11.459,1,0.0372,0.908,0.188,0.101,0.147,77.861,262154,4
921,61Qah5aEk9024AEaXCgXtN,Yelawolf,Let's Roll,54,2011,0.642,0.768,5,-6.028,0,0.0318,0.000457,0.0,0.0828,0.204,142.995,234533,4
